root,fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,$<performance
1,0,0,0,0,1,256,32,1024,46176.6
1,0,0,0,0,1,64,2,4096,47346.2
1,0,0,0,0,1,128,2,4096,46108.2
1,0,0,0,0,1,256,2,4096,47094.8
1,0,0,0,0,1,64,8,4096,46327.8
1,0,0,0,0,1,128,8,4096,46212.2
1,0,0,0,0,1,256,8,4096,46282
1,0,0,0,0,1,64,32,4096,46073.6
1,0,0,0,0,1,128,32,4096,46304.6
1,0,0,0,0,1,256,32,4096,46070.8
1,0,0,0,1,0,64,2,256,46461.6
1,0,0,0,1,0,128,2,256,46486.8
1,0,0,0,1,0,256,2,256,46452.6
1,0,0,0,1,0,64,8,256,46269
1,0,0,0,1,0,128,8,256,46366.6
1,0,0,0,1,0,256,8,256,46388.8
1,0,0,0,1,0,64,32,256,46298.4
1,0,0,0,1,0,128,32,256,46457.2
1,0,0,0,1,0,256,32,256,46346.4
1,0,0,0,1,0,64,2,1024,46287.8
1,0,0,0,1,0,128,2,1024,46355.2
1,0,0,0,1,0,256,2,1024,46554.6
1,0,0,0,1,0,64,8,1024,46405.2
1,0,0,0,1,0,128,8,1024,46551.6
1,0,0,0,1,0,256,8,1024,46393.4
1,0,0,0,1,0,64,32,1024,46258
1,0,0,0,1,0,128,32,1024,46368.8
1,0,0,0,1,0,256,32,1024,46419
1,0,0,0,1,0,64,2,4096,46738
1,0,0,0,1,0,128,2,4096,47528.8
1,0,0,0,1,0,256,2,4096,46365.8
1,0,0,0,1,0,64,8,4096,46361.2
1,0,0,0,1,0,128,8,4096,46352.2
1,0,0,0,1,0,256,8,4096,46597.8
1,0,0,0,1,0,64,32,4096,46264.2
1,0,0,0,1,0,128,32,4096,46365
1,0,0,0,1,0,256,32,4096,46898.4
1,0,0,0,1,1,64,2,256,46471.2
1,0,0,0,1,1,128,2,256,46335.6
1,0,0,0,1,1,256,2,256,46438.2
1,0,0,0,1,1,64,8,256,46340.2
1,0,0,0,1,1,128,8,256,46472.4
1,0,0,0,1,1,256,8,256,46222.8
1,0,0,0,1,1,64,32,256,46427.2
1,0,0,0,1,1,128,32,256,46408.2
1,0,0,0,1,1,256,32,256,47443.6
1,0,0,0,1,1,64,2,1024,46426
1,0,0,0,1,1,128,2,1024,46407.8
1,0,0,0,1,1,256,2,1024,46274.2
1,0,0,0,1,1,64,8,1024,47331
1,0,0,0,1,1,128,8,1024,46358.4
1,0,0,0,1,1,256,8,1024,46307.6
1,0,0,0,1,1,64,32,1024,46600.2
1,0,0,0,1,1,128,32,1024,46258.4
1,0,0,0,1,1,256,32,1024,46368.4
1,0,0,0,1,1,64,2,4096,46482
1,0,0,0,1,1,128,2,4096,46338.8
1,0,0,0,1,1,256,2,4096,46327.4
1,0,0,0,1,1,64,8,4096,46806.6
1,0,0,0,1,1,128,8,4096,46615.8
1,0,0,0,1,1,256,8,4096,46339.4
1,0,0,0,1,1,64,32,4096,46546.8
1,0,0,0,1,1,128,32,4096,46343.6
1,0,0,0,1,1,256,32,4096,46507.4
1,0,0,1,0,0,64,2,256,46097.4
1,0,0,1,0,0,128,2,256,46293.4
1,0,0,1,0,0,256,2,256,46199.6
1,0,0,1,0,0,64,8,256,46528.8
1,0,0,1,0,0,128,8,256,46140
1,0,0,1,0,0,256,8,256,46381.6
1,0,0,1,0,0,64,32,256,46180
1,0,0,1,0,0,128,32,256,46078.8
1,0,0,1,0,0,256,32,256,46243.2
1,0,0,1,0,0,64,2,1024,46199
1,0,0,1,0,0,128,2,1024,46254.6
1,0,0,1,0,0,256,2,1024,46432.2
1,0,0,1,0,0,64,8,1024,46291.6
1,0,0,1,0,0,128,8,1024,46245
1,0,0,1,0,0,256,8,1024,46146.2
1,0,0,1,0,0,64,32,1024,46389.6
1,0,0,1,0,0,128,32,1024,46138.8
1,0,0,1,0,0,256,32,1024,46212.8
1,0,0,1,0,0,64,2,4096,46095
1,0,0,1,0,0,128,2,4096,46307.2
1,0,0,1,0,0,256,2,4096,46143.4
1,0,0,1,0,0,64,8,4096,46330.8
1,0,0,1,0,0,128,8,4096,46163.2
1,0,0,1,0,0,256,8,4096,46383.4
1,0,0,1,0,0,64,32,4096,46191.2
1,0,0,1,0,0,128,32,4096,46233.6
1,0,0,1,0,0,256,32,4096,46148.2
1,0,0,1,0,1,64,2,256,46268.8
1,0,0,1,0,1,128,2,256,46121
1,0,0,1,0,1,256,2,256,46342
1,0,0,1,0,1,64,8,256,46344.4
1,0,0,1,0,1,128,8,256,46271
1,0,0,1,0,1,256,8,256,46064.6
1,0,0,1,0,1,64,32,256,46132.4
1,0,0,1,0,1,128,32,256,46260.2
1,0,0,1,0,1,256,32,256,46282
1,0,0,1,0,1,64,2,1024,46185.2
1,0,0,1,0,1,128,2,1024,46229.8
1,0,0,1,0,1,256,2,1024,46177.2
1,0,0,1,0,1,64,8,1024,47386.4
1,0,0,1,0,1,128,8,1024,46365
1,0,0,1,0,1,256,8,1024,46106.2
1,0,0,1,0,1,64,32,1024,46132.6
1,0,0,1,0,1,128,32,1024,47486.6
1,0,0,1,0,1,256,32,1024,45939.8
1,0,0,1,0,1,64,2,4096,46238.6
1,0,0,1,0,1,128,2,4096,46359.4
1,0,0,1,0,1,256,2,4096,46301
1,0,0,1,0,1,64,8,4096,46345.6
1,0,0,1,0,1,128,8,4096,46545.6
1,0,0,1,0,1,256,8,4096,46508.6
1,0,0,1,0,1,64,32,4096,47106.4
1,0,0,1,0,1,128,32,4096,46408.8
1,0,0,1,0,1,256,32,4096,47000.2
1,0,0,1,1,0,64,2,256,46508.8
1,0,0,1,1,0,128,2,256,46483.8
1,0,0,1,1,0,256,2,256,46610.2
1,0,0,1,1,0,64,8,256,46557.4
1,0,0,1,1,0,128,8,256,47257.2
1,0,0,1,1,0,256,8,256,46479.8
1,0,0,1,1,0,64,32,256,46700.8
1,0,0,1,1,0,128,32,256,46471
1,0,0,1,1,0,256,32,256,46622.6
1,0,0,1,1,0,64,2,1024,46456
1,0,0,1,1,0,128,2,1024,46881.4
1,0,0,1,1,0,256,2,1024,46729.2
1,0,0,1,1,0,64,8,1024,46966.4
1,0,0,1,1,0,128,8,1024,47024
1,0,0,1,1,0,256,8,1024,46903.4
1,0,0,1,1,0,64,32,1024,46819.6
1,0,0,1,1,0,128,32,1024,46495.6
1,0,0,1,1,0,256,32,1024,47774
1,0,0,1,1,0,64,2,4096,46806.8
1,0,0,1,1,0,128,2,4096,46450.2
1,0,0,1,1,0,256,2,4096,46625
1,0,0,1,1,0,64,8,4096,46665.2
1,0,0,1,1,0,128,8,4096,46503.2
1,0,0,1,1,0,256,8,4096,46502.6
1,0,0,1,1,0,64,32,4096,46914
1,0,0,1,1,0,128,32,4096,46256.6
1,0,0,1,1,0,256,32,4096,47278
1,0,0,1,1,1,64,2,256,46643.2
1,0,0,1,1,1,128,2,256,46688.4
1,0,0,1,1,1,256,2,256,46651.4
1,0,0,1,1,1,64,8,256,46834.4
1,0,0,1,1,1,128,8,256,46778
1,0,0,1,1,1,256,8,256,46788.6
1,0,0,1,1,1,64,32,256,46565.6
1,0,0,1,1,1,128,32,256,46567.8
1,0,0,1,1,1,256,32,256,46605
1,0,0,1,1,1,64,2,1024,46681.8
1,0,0,1,1,1,128,2,1024,46692.6
1,0,0,1,1,1,256,2,1024,47568.6
1,0,0,1,1,1,64,8,1024,46645.6
1,0,0,1,1,1,128,8,1024,46669
1,0,0,1,1,1,256,8,1024,46796.2
1,0,0,1,1,1,64,32,1024,46610.2
1,0,0,1,1,1,128,32,1024,46659.6
1,0,0,1,1,1,256,32,1024,46821.8
1,0,0,1,1,1,64,2,4096,46572.8
1,0,0,1,1,1,128,2,4096,46785.8
1,0,0,1,1,1,256,2,4096,46800
1,0,0,1,1,1,64,8,4096,46617.4
1,0,0,1,1,1,128,8,4096,46649.4
1,0,0,1,1,1,256,8,4096,46812
1,0,0,1,1,1,64,32,4096,46738.6
1,0,0,1,1,1,128,32,4096,46593.6
1,0,0,1,1,1,256,32,4096,46299.2
1,0,1,0,0,0,64,2,256,46500.4
1,0,1,0,0,0,128,2,256,46022.8
1,0,1,0,0,0,256,2,256,46440
1,0,1,0,0,0,64,8,256,46403.8
1,0,1,0,0,0,128,8,256,46318
1,0,1,0,0,0,256,8,256,46335.6
1,0,1,0,0,0,64,32,256,46122.2
1,0,1,0,0,0,128,32,256,46158.4
1,0,1,0,0,0,256,32,256,46178
1,0,1,0,0,0,64,2,1024,46111.6
1,0,1,0,0,0,128,2,1024,46240.8
1,0,1,0,0,0,256,2,1024,46248.8
1,0,1,0,0,0,64,8,1024,46294
1,0,1,0,0,0,128,8,1024,45980.8
1,0,1,0,0,0,256,8,1024,46097.6
1,0,1,0,0,0,64,32,1024,46224
1,0,1,0,0,0,128,32,1024,46341
1,0,1,0,0,0,256,32,1024,46094.8
1,0,1,0,0,0,64,2,4096,46154
1,0,1,0,0,0,128,2,4096,46368.8
1,0,1,0,0,0,256,2,4096,46096.4
1,0,1,0,0,0,64,8,4096,46264.8
1,0,1,0,0,0,128,8,4096,46379.2
1,0,1,0,0,0,256,8,4096,46102
1,0,1,0,0,0,64,32,4096,46336.2
1,0,1,0,0,0,128,32,4096,46197.8
1,0,1,0,0,0,256,32,4096,46039
1,0,1,0,0,1,64,2,256,46143.2
1,0,1,0,0,1,128,2,256,47040.2
1,0,1,0,0,1,256,2,256,46288.6
1,0,1,0,0,1,64,8,256,46237.6
1,0,1,0,0,1,128,8,256,46673.2
1,0,1,0,0,1,256,8,256,46192
1,0,1,0,0,1,64,32,256,46155.2
1,0,1,0,0,1,128,32,256,46355.2
1,0,1,0,0,1,256,32,256,46163.4
1,0,1,0,0,1,64,2,1024,46267.8
1,0,1,0,0,1,128,2,1024,46099.4
1,0,1,0,0,1,256,2,1024,46142.2
1,0,1,0,0,1,64,8,1024,46054.6
1,0,1,0,0,1,128,8,1024,46124.2
1,0,1,0,0,1,256,8,1024,46358.2
1,0,1,0,0,1,64,32,1024,46172.8
1,0,1,0,0,1,128,32,1024,46405
1,0,1,0,0,1,256,32,1024,46191.2
1,0,1,0,0,1,64,2,4096,46135
1,0,1,0,0,1,128,2,4096,46277.6
1,0,1,0,0,1,256,2,4096,46310.8
1,0,1,0,0,1,64,8,4096,46203.2
1,0,1,0,0,1,128,8,4096,46303
1,0,1,0,0,1,256,8,4096,46133.4
1,0,1,0,0,1,64,32,4096,46295.6
1,0,1,0,0,1,128,32,4096,46213.6
1,0,1,0,0,1,256,32,4096,46104.2
1,0,1,0,1,0,64,2,256,46355.4
1,0,1,0,1,0,128,2,256,46584.8
1,0,1,0,1,0,256,2,256,46594.4
1,0,1,0,1,0,64,8,256,46431
1,0,1,0,1,0,128,8,256,46439.6
1,0,1,0,1,0,256,8,256,46658.8
1,0,1,0,1,0,64,32,256,46886
1,0,1,0,1,0,128,32,256,47359
1,0,1,0,1,0,256,32,256,46333
1,0,1,0,1,0,64,2,1024,46447.6
1,0,1,0,1,0,128,2,1024,46599.4
1,0,1,0,1,0,256,2,1024,46350.2
1,0,1,0,1,0,64,8,1024,46348.8
1,0,1,0,1,0,128,8,1024,46356
1,0,1,0,1,0,256,8,1024,46598.6
1,0,1,0,1,0,64,32,1024,47346.8
1,0,1,0,1,0,128,32,1024,47239.8
1,0,1,0,1,0,256,32,1024,47549.4
1,0,1,0,1,0,64,2,4096,46433
1,0,1,0,1,0,128,2,4096,46394.4
1,0,1,0,1,0,256,2,4096,47670.8
1,0,1,0,1,0,64,8,4096,46203
1,0,1,0,1,0,128,8,4096,46586.4
1,0,1,0,1,0,256,8,4096,46431
1,0,1,0,1,0,64,32,4096,46404
1,0,1,0,1,0,128,32,4096,46190
1,0,1,0,1,0,256,32,4096,46756
1,0,1,0,1,1,64,2,256,46400.6
1,0,1,0,1,1,128,2,256,46367
1,0,1,0,1,1,256,2,256,46319
1,0,1,0,1,1,64,8,256,46752.4
1,0,1,0,1,1,128,8,256,47454.8
1,0,1,0,1,1,256,8,256,46453
1,0,1,0,1,1,64,32,256,46402.4
1,0,1,0,1,1,128,32,256,46423.2
1,0,1,0,1,1,256,32,256,46634.4
1,0,1,0,1,1,64,2,1024,46520.6
1,0,1,0,1,1,128,2,1024,46445.4
1,0,1,0,1,1,256,2,1024,46417
1,0,1,0,1,1,64,8,1024,47491.4
1,0,1,0,1,1,128,8,1024,47354.4
1,0,1,0,1,1,256,8,1024,46605
1,0,1,0,1,1,64,32,1024,46378.6
1,0,1,0,1,1,128,32,1024,46648.6
1,0,1,0,1,1,256,32,1024,46390
1,0,1,0,1,1,64,2,4096,46521.2
1,0,1,0,1,1,128,2,4096,46322.4
1,0,1,0,1,1,256,2,4096,46615
1,0,1,0,1,1,64,8,4096,46329
1,0,1,0,1,1,128,8,4096,46535.6
1,0,1,0,1,1,256,8,4096,46447.6
1,0,1,0,1,1,64,32,4096,46490.6
1,0,1,0,1,1,128,32,4096,46394
1,0,1,0,1,1,256,32,4096,47368
1,0,1,1,0,0,64,2,256,46338.6
1,0,1,1,0,0,128,2,256,46183.8
1,0,1,1,0,0,256,2,256,46407.8
1,0,1,1,0,0,64,8,256,45922.8
1,0,1,1,0,0,128,8,256,46214.6
1,0,1,1,0,0,256,8,256,46092
1,0,1,1,0,0,64,32,256,46144
1,0,1,1,0,0,128,32,256,46144
1,0,1,1,0,0,256,32,256,46640.6
1,0,1,1,0,0,64,2,1024,46321.6
1,0,1,1,0,0,128,2,1024,47200.2
1,0,1,1,0,0,256,2,1024,46191.4
1,0,1,1,0,0,64,8,1024,46317.8
1,0,1,1,0,0,128,8,1024,46539.2
1,0,1,1,0,0,256,8,1024,47095.6
1,0,1,1,0,0,64,32,1024,46145
1,0,1,1,0,0,128,32,1024,46311.2
1,0,1,1,0,0,256,32,1024,46047.4
1,0,1,1,0,0,64,2,4096,46357.8
1,0,1,1,0,0,128,2,4096,46235.8
1,0,1,1,0,0,256,2,4096,46427
1,0,1,1,0,0,64,8,4096,46121.6
1,0,1,1,0,0,128,8,4096,46157.6
1,0,1,1,0,0,256,8,4096,46382.8
1,0,1,1,0,0,64,32,4096,46715.4
1,0,1,1,0,0,128,32,4096,46145.8
1,0,1,1,0,0,256,32,4096,46191.2
1,0,1,1,0,1,64,2,256,46194.4
1,0,1,1,0,1,128,2,256,46285.6
1,0,1,1,0,1,256,2,256,46083.6
1,0,1,1,0,1,64,8,256,46219
1,0,1,1,0,1,128,8,256,46212.4
1,0,1,1,0,1,256,8,256,47092
1,0,1,1,0,1,64,32,256,46325.8
1,0,1,1,0,1,128,32,256,46129.8
1,0,1,1,0,1,256,32,256,46169.8
1,0,1,1,0,1,64,2,1024,46614.4
1,0,1,1,0,1,128,2,1024,46282.6
1,0,1,1,0,1,256,2,1024,46256.8
1,0,1,1,0,1,64,8,1024,46293.6
1,0,1,1,0,1,128,8,1024,46188.8
1,0,1,1,0,1,256,8,1024,46398.4
1,0,1,1,0,1,64,32,1024,46469.6
1,0,1,1,0,1,128,32,1024,46436.8
1,0,1,1,0,1,256,32,1024,46493.8
1,0,1,1,0,1,64,2,4096,46299.4
1,0,1,1,0,1,128,2,4096,46615
1,0,1,1,0,1,256,2,4096,46381.4
1,0,1,1,0,1,64,8,4096,46694
1,0,1,1,0,1,128,8,4096,46460.8
1,0,1,1,0,1,256,8,4096,46207.2
1,0,1,1,0,1,64,32,4096,46412.4
1,0,1,1,0,1,128,32,4096,46577.6
1,0,1,1,0,1,256,32,4096,46447.8
1,0,1,1,1,0,64,2,256,46507.8
1,0,1,1,1,0,128,2,256,46517.8
1,0,1,1,1,0,256,2,256,46517.2
1,0,1,1,1,0,64,8,256,46687.4
1,0,1,1,1,0,128,8,256,46558
1,0,1,1,1,0,256,8,256,46539.6
1,0,1,1,1,0,64,32,256,46517.6
1,0,1,1,1,0,128,32,256,46666.8
1,0,1,1,1,0,256,32,256,46431
1,0,1,1,1,0,64,2,1024,46505.8
1,0,1,1,1,0,128,2,1024,46400.2
1,0,1,1,1,0,256,2,1024,46750.8
1,0,1,1,1,0,64,8,1024,46311.6
1,0,1,1,1,0,128,8,1024,46551
1,0,1,1,1,0,256,8,1024,46824.8
1,0,1,1,1,0,64,32,1024,46801.8
1,0,1,1,1,0,128,32,1024,46795.6
1,0,1,1,1,0,256,32,1024,46477.8
1,0,1,1,1,0,64,2,4096,46404.4
1,0,1,1,1,0,128,2,4096,47187
1,0,1,1,1,0,256,2,4096,46688
1,0,1,1,1,0,64,8,4096,46771
1,0,1,1,1,0,128,8,4096,46599.8
1,0,1,1,1,0,256,8,4096,47064.8
1,0,1,1,1,0,64,32,4096,46414.2
1,0,1,1,1,0,128,32,4096,46612.8
1,0,1,1,1,0,256,32,4096,46451.4
1,0,1,1,1,1,64,2,256,46733.2
1,0,1,1,1,1,128,2,256,46463.2
1,0,1,1,1,1,256,2,256,46692.8
1,0,1,1,1,1,64,8,256,46723.2
1,0,1,1,1,1,128,8,256,46554
1,0,1,1,1,1,256,8,256,46778.4
1,0,1,1,1,1,64,32,256,46707.6
1,0,1,1,1,1,128,32,256,46742
1,0,1,1,1,1,256,32,256,46982
1,0,1,1,1,1,64,2,1024,46856
1,0,1,1,1,1,128,2,1024,46877.2
1,0,1,1,1,1,256,2,1024,46812.2
1,0,1,1,1,1,64,8,1024,46751.8
1,0,1,1,1,1,128,8,1024,46970.2
1,0,1,1,1,1,256,8,1024,46674.6
1,0,1,1,1,1,64,32,1024,47233.2
1,0,1,1,1,1,128,32,1024,46752.2
1,0,1,1,1,1,256,32,1024,46796.2
1,0,1,1,1,1,64,2,4096,46733.4
1,0,1,1,1,1,128,2,4096,47014
1,0,1,1,1,1,256,2,4096,46885.8
1,0,1,1,1,1,64,8,4096,46753.4
1,0,1,1,1,1,128,8,4096,46800.8
1,0,1,1,1,1,256,8,4096,46925.4
1,0,1,1,1,1,64,32,4096,46849.4
1,0,1,1,1,1,128,32,4096,46787.2
1,0,1,1,1,1,256,32,4096,46325.4
1,1,0,0,0,0,64,2,256,136455.8
1,1,0,0,0,0,128,2,256,133624.8
1,1,0,0,0,0,256,2,256,135069
1,1,0,0,0,0,64,8,256,134959.4
1,1,0,0,0,0,128,8,256,133984.8
1,1,0,0,0,0,256,8,256,134915.4
1,1,0,0,0,0,64,32,256,129289.6
1,1,0,0,0,0,128,32,256,135706.6
1,1,0,0,0,0,256,32,256,132823
1,1,0,0,0,0,64,2,1024,131859.6
1,1,0,0,0,0,128,2,1024,131468
1,1,0,0,0,0,256,2,1024,134031.2
1,1,0,0,0,0,64,8,1024,132700
1,1,0,0,0,0,128,8,1024,130750.8
1,1,0,0,0,0,256,8,1024,131793.4
1,1,0,0,0,0,64,32,1024,135660.4
1,1,0,0,0,0,128,32,1024,127243.8
1,1,0,0,0,0,256,32,1024,136341.4
1,1,0,0,0,0,64,2,4096,132542
1,1,0,0,0,0,128,2,4096,133393.2
1,1,0,0,0,0,256,2,4096,132200.2
1,1,0,0,0,0,64,8,4096,130604.8
1,1,0,0,0,0,128,8,4096,135612.4
1,1,0,0,0,0,256,8,4096,135307.4
1,1,0,0,0,0,64,32,4096,131737.4
1,1,0,0,0,0,128,32,4096,132886
1,1,0,0,0,0,256,32,4096,134589.6
1,1,0,0,0,1,64,2,256,133882.4
1,1,0,0,0,1,128,2,256,135331.6
1,1,0,0,0,1,256,2,256,133749
1,1,0,0,0,1,64,8,256,133634.4
1,1,0,0,0,1,128,8,256,133596.6
1,1,0,0,0,1,256,8,256,136333.8
1,1,0,0,0,1,64,32,256,134278.2
1,1,0,0,0,1,128,32,256,133749.4
1,1,0,0,0,1,256,32,256,135823.2
1,1,0,0,0,1,64,2,1024,132218
1,1,0,0,0,1,128,2,1024,135630
1,1,0,0,0,1,256,2,1024,130366.8
1,1,0,0,0,1,64,8,1024,134427.4
1,1,0,0,0,1,128,8,1024,130543.6
1,1,0,0,0,1,256,8,1024,135761.2
1,1,0,0,0,1,64,32,1024,130868.6
1,1,0,0,0,1,128,32,1024,132768.2
1,1,0,0,0,1,256,32,1024,139426
1,1,0,0,0,1,64,2,4096,132637
1,1,0,0,0,1,128,2,4096,132203.6
1,1,0,0,0,1,256,2,4096,132963.8
1,1,0,0,0,1,64,8,4096,129471
1,1,0,0,0,1,128,8,4096,140983.4
1,1,0,0,0,1,256,8,4096,131261.2
1,1,0,0,0,1,64,32,4096,128417.8
1,1,0,0,0,1,128,32,4096,132338.6
1,1,0,0,0,1,256,32,4096,129652.6
1,1,0,0,1,0,64,2,256,132473.4
1,1,0,0,1,0,128,2,256,132275.4
1,1,0,0,1,0,256,2,256,131727.4
1,1,0,0,1,0,64,8,256,133164.4
1,1,0,0,1,0,128,8,256,132011
1,1,0,0,1,0,256,8,256,134239.4
1,1,0,0,1,0,64,32,256,130240.8
1,1,0,0,1,0,128,32,256,134485.2
1,1,0,0,1,0,256,32,256,135844
1,1,0,0,1,0,64,2,1024,130483
1,1,0,0,1,0,128,2,1024,131781.2
1,1,0,0,1,0,256,2,1024,133313.6
1,1,0,0,1,0,64,8,1024,131169
1,1,0,0,1,0,128,8,1024,136143.6
1,1,0,0,1,0,256,8,1024,132022.4
1,1,0,0,1,0,64,32,1024,133348.2
1,1,0,0,1,0,128,32,1024,130621.6
1,1,0,0,1,0,256,32,1024,133283
1,1,0,0,1,0,64,2,4096,128320.8
1,1,0,0,1,0,128,2,4096,134138.8
1,1,0,0,1,0,256,2,4096,133050
1,1,0,0,1,0,64,8,4096,134655.4
1,1,0,0,1,0,128,8,4096,131102.8
1,1,0,0,1,0,256,8,4096,131930.8
1,1,0,0,1,0,64,32,4096,130955.8
1,1,0,0,1,0,128,32,4096,133001.4
1,1,0,0,1,0,256,32,4096,133534.2
1,1,0,0,1,1,64,2,256,131695
1,1,0,0,1,1,128,2,256,131667.8
1,1,0,0,1,1,256,2,256,131810.4
1,1,0,0,1,1,64,8,256,136979
1,1,0,0,1,1,128,8,256,132351.4
1,1,0,0,1,1,256,8,256,135852.4
1,1,0,0,1,1,64,32,256,134738.8
1,1,0,0,1,1,128,32,256,135614
1,1,0,0,1,1,256,32,256,135542.6
1,1,0,0,1,1,64,2,1024,133912.8
1,1,0,0,1,1,128,2,1024,136545.2
1,1,0,0,1,1,256,2,1024,135362.8
1,1,0,0,1,1,64,8,1024,135458.2
1,1,0,0,1,1,128,8,1024,135632.6
1,1,0,0,1,1,256,8,1024,135590.6
1,1,0,0,1,1,64,32,1024,131342.8
1,1,0,0,1,1,128,32,1024,135249.8
1,1,0,0,1,1,256,32,1024,135168.4
1,1,0,0,1,1,64,2,4096,133870
1,1,0,0,1,1,128,2,4096,134644
1,1,0,0,1,1,256,2,4096,134019
1,1,0,0,1,1,64,8,4096,134738.4
1,1,0,0,1,1,128,8,4096,133106
1,1,0,0,1,1,256,8,4096,134113.2
1,1,0,0,1,1,64,32,4096,134370.8
1,1,0,0,1,1,128,32,4096,132487.4
1,1,0,0,1,1,256,32,4096,131185.4
1,1,0,1,0,0,64,2,256,136890.4
1,1,0,1,0,0,128,2,256,135048.6
1,1,0,1,0,0,256,2,256,136837.8
1,1,0,1,0,0,64,8,256,131837.2
1,1,0,1,0,0,128,8,256,131236.6
1,1,0,1,0,0,256,8,256,133510.4
1,1,0,1,0,0,64,32,256,137127
1,1,0,1,0,0,128,32,256,135051
1,1,0,1,0,0,256,32,256,136622
1,1,0,1,0,0,64,2,1024,135076.2
1,1,0,1,0,0,128,2,1024,137218.2
1,1,0,1,0,0,256,2,1024,135993.4
1,1,0,1,0,0,64,8,1024,133410
1,1,0,1,0,0,128,8,1024,130578
1,1,0,1,0,0,256,8,1024,138245.2
1,1,0,1,0,0,64,32,1024,134519
1,1,0,1,0,0,128,32,1024,135323.2
1,1,0,1,0,0,256,32,1024,134646.2
1,1,0,1,0,0,64,2,4096,134209.2
1,1,0,1,0,0,128,2,4096,138294.4
1,1,0,1,0,0,256,2,4096,134997.4
1,1,0,1,0,0,64,8,4096,136884
1,1,0,1,0,0,128,8,4096,133337.6
1,1,0,1,0,0,256,8,4096,137294.8
1,1,0,1,0,0,64,32,4096,135630
1,1,0,1,0,0,128,32,4096,137057.4
1,1,0,1,0,0,256,32,4096,138631.4
1,1,0,1,0,1,64,2,256,134987.2
1,1,0,1,0,1,128,2,256,136870.8
1,1,0,1,0,1,256,2,256,135600.2
1,1,0,1,0,1,64,8,256,138369.4
1,1,0,1,0,1,128,8,256,136260.8
1,1,0,1,0,1,256,8,256,134102
1,1,0,1,0,1,64,32,256,134956
1,1,0,1,0,1,128,32,256,134666.4
1,1,0,1,0,1,256,32,256,137280
1,1,0,1,0,1,64,2,1024,131850.2
1,1,0,1,0,1,128,2,1024,135485.6
1,1,0,1,0,1,256,2,1024,134831.6
1,1,0,1,0,1,64,8,1024,135714.8
1,1,0,1,0,1,128,8,1024,136768
1,1,0,1,0,1,256,8,1024,134254.2
1,1,0,1,0,1,64,32,1024,138701.4
1,1,0,1,0,1,128,32,1024,140847.2
1,1,0,1,0,1,256,32,1024,134690.4
1,1,0,1,0,1,64,2,4096,137289
1,1,0,1,0,1,128,2,4096,139647.8
1,1,0,1,0,1,256,2,4096,134923.2
1,1,0,1,0,1,64,8,4096,135161.2
1,1,0,1,0,1,128,8,4096,137829.6
1,1,0,1,0,1,256,8,4096,136736.2
1,1,0,1,0,1,64,32,4096,135629.4
1,1,0,1,0,1,128,32,4096,138524.6
1,1,0,1,0,1,256,32,4096,138982.6
1,1,0,1,1,0,64,2,256,140491.6
1,1,0,1,1,0,128,2,256,138332.6
1,1,0,1,1,0,256,2,256,140950.6
1,1,0,1,1,0,64,8,256,141618.4
