batch_size,conv_1_num_filters,conv_1_filter_size,conv_2_num_filters,conv_2_filter_size,conv_3_num_filters,conv_3_filter_size,log_lr,log_beta_1,log_beta_2,log_epsilon,log_decay,$<aws-theano
0,0,0,0,0,1,0,0,1,0,0,0,2.464471102
0,0,0,0,0,1,0,0,1,0,0,1,2.507429361
0,0,0,0,0,1,0,0,1,0,1,0,2.575873852
0,0,0,0,0,1,0,0,1,0,1,1,2.524270535
0,0,0,0,0,1,0,0,1,1,0,0,2.488880396
0,0,0,0,0,1,0,0,1,1,0,1,2.505490541
0,0,0,0,0,1,0,0,1,1,1,0,2.650252819
0,0,0,0,0,1,0,0,1,1,1,1,2.499669552
0,0,0,0,0,1,0,1,0,0,0,0,2.501971722
0,0,0,0,0,1,0,1,0,0,0,1,2.574522495
0,0,0,0,0,1,0,1,0,0,1,0,2.616533756
0,0,0,0,0,1,0,1,0,0,1,1,2.504122257
0,0,0,0,0,1,0,1,0,1,0,0,2.54972744
0,0,0,0,0,1,0,1,0,1,0,1,2.590456247
0,0,0,0,0,1,0,1,0,1,1,0,2.577795267
0,0,0,0,0,1,0,1,0,1,1,1,2.47509861
0,0,0,0,0,1,0,1,1,0,0,0,2.519323111
0,0,0,0,0,1,0,1,1,0,0,1,2.541944027
0,0,0,0,0,1,0,1,1,0,1,0,2.640206099
0,0,0,0,0,1,0,1,1,0,1,1,2.532117367
0,0,0,0,0,1,0,1,1,1,0,0,2.565419674
0,0,0,0,0,1,0,1,1,1,0,1,2.55384016
0,0,0,0,0,1,0,1,1,1,1,0,2.553440809
0,0,0,0,0,1,0,1,1,1,1,1,2.603058338
0,0,0,0,0,1,1,0,0,0,0,0,3.003636599
0,0,0,0,0,1,1,0,0,0,0,1,3.091037512
0,0,0,0,0,1,1,0,0,0,1,0,3.057029247
0,0,0,0,0,1,1,0,0,0,1,1,3.049778223
0,0,0,0,0,1,1,0,0,1,0,0,3.031058788
0,0,0,0,0,1,1,0,0,1,0,1,3.106265306
0,0,0,0,0,1,1,0,0,1,1,0,3.122659683
0,0,0,0,0,1,1,0,0,1,1,1,3.179750919
0,0,0,0,0,1,1,0,1,0,0,0,3.123730183
0,0,0,0,0,1,1,0,1,0,0,1,3.092781305
0,0,0,0,0,1,1,0,1,0,1,0,3.141965628
0,0,0,0,0,1,1,0,1,0,1,1,3.114821434
0,0,0,0,0,1,1,0,1,1,0,0,3.183232784
0,0,0,0,0,1,1,0,1,1,0,1,3.153204679
0,0,0,0,0,1,1,0,1,1,1,0,3.099979401
0,0,0,0,0,1,1,0,1,1,1,1,3.067717791
0,0,0,0,0,1,1,1,0,0,0,0,3.214443207
0,0,0,0,0,1,1,1,0,0,0,1,3.155529737
0,0,0,0,0,1,1,1,0,0,1,0,3.093534946
0,0,0,0,0,1,1,1,0,0,1,1,3.21492672
0,0,0,0,0,1,1,1,0,1,0,0,3.09218812
0,0,0,0,0,1,1,1,0,1,0,1,3.137584686
0,0,0,0,0,1,1,1,0,1,1,0,3.188343048
0,0,0,0,0,1,1,1,0,1,1,1,3.169121265
0,0,0,0,0,1,1,1,1,0,0,0,3.053789139
0,0,0,0,0,1,1,1,1,0,0,1,3.1322124
0,0,0,0,0,1,1,1,1,0,1,0,3.037192345
0,0,0,0,0,1,1,1,1,0,1,1,3.054347754
0,0,0,0,0,1,1,1,1,1,0,0,3.097257376
0,0,0,0,0,1,1,1,1,1,0,1,3.109696388
0,0,0,0,0,1,1,1,1,1,1,0,3.078507185
0,0,0,0,0,1,1,1,1,1,1,1,3.094246149
0,0,0,0,1,0,0,0,0,0,0,0,1.051483631
0,0,0,0,1,0,0,0,0,0,0,1,1.054017067
0,0,0,0,1,0,0,0,0,0,1,0,1.045419693
0,0,0,0,1,0,0,0,0,0,1,1,1.059296608
0,0,0,0,1,0,0,0,0,1,0,0,1.061303616
0,0,0,0,1,0,0,0,0,1,0,1,1.066525936
0,0,0,0,1,0,0,0,0,1,1,0,1.094136238
0,0,0,0,1,0,0,0,0,1,1,1,1.056939363
0,0,0,0,1,0,0,0,1,0,0,0,1.045173168
0,0,0,0,1,0,0,0,1,0,0,1,1.047038317
0,0,0,0,1,0,0,0,1,0,1,0,1.065900087
0,0,0,0,1,0,0,0,1,0,1,1,1.091040611
0,0,0,0,1,0,0,0,1,1,0,0,1.062948942
0,0,0,0,1,0,0,0,1,1,0,1,1.078800201
0,0,0,0,1,0,0,0,1,1,1,0,1.063551426
0,0,0,0,1,0,0,0,1,1,1,1,1.050372362
0,0,0,0,1,0,0,1,0,0,0,0,1.0473876
0,0,0,0,1,0,0,1,0,0,0,1,1.074379206
0,0,0,0,1,0,0,1,0,0,1,0,1.045641422
0,0,0,0,1,0,0,1,0,0,1,1,1.062011719
0,0,0,0,1,0,0,1,0,1,0,0,1.070000887
0,0,0,0,1,0,0,1,0,1,0,1,1.057035685
0,0,0,0,1,0,0,1,0,1,1,0,1.050911665
0,0,0,0,1,0,0,1,0,1,1,1,1.074352741
0,0,0,0,1,0,0,1,1,0,0,0,1.073324919
0,0,0,0,1,0,0,1,1,0,0,1,1.059725046
0,0,0,0,1,0,0,1,1,0,1,0,1.047485828
0,0,0,0,1,0,0,1,1,0,1,1,1.052839279
0,0,0,0,1,0,0,1,1,1,0,0,1.059271336
0,0,0,0,1,0,0,1,1,1,0,1,1.076159239
0,0,0,0,1,0,0,1,1,1,1,0,1.062408924
0,0,0,0,1,0,0,1,1,1,1,1,1.054672718
0,0,0,0,1,0,1,0,0,0,0,0,1.215103149
0,0,0,0,1,0,1,0,0,0,0,1,1.237433434
0,0,0,0,1,0,1,0,0,0,1,0,1.237248898
0,0,0,0,1,0,1,0,0,0,1,1,1.242696285
0,0,0,0,1,0,1,0,0,1,0,0,1.224980593
0,0,0,0,1,0,1,0,0,1,0,1,1.21786356
0,0,0,0,1,0,1,0,0,1,1,0,1.223312855
0,0,0,0,1,0,1,0,0,1,1,1,1.244177818
0,0,0,0,1,0,1,0,1,0,0,0,1.250978231
0,0,0,0,1,0,1,0,1,0,0,1,1.230522156
0,0,0,0,1,0,1,0,1,0,1,0,1.233075142
0,0,0,0,1,0,1,0,1,0,1,1,1.242650032
0,0,0,0,1,0,1,0,1,1,0,0,1.230918646
0,0,0,0,1,0,1,0,1,1,0,1,1.247509718
0,0,0,0,1,0,1,0,1,1,1,0,1.237831116
0,0,0,0,1,0,1,0,1,1,1,1,1.243577719
0,0,0,0,1,0,1,1,0,0,0,0,1.223899603
0,0,0,0,1,0,1,1,0,0,0,1,1.221328974
0,0,0,0,1,0,1,1,0,0,1,0,1.227599144
0,0,0,0,1,0,1,1,0,0,1,1,1.243481874
0,0,0,0,1,0,1,1,0,1,0,0,1.242909193
0,0,0,0,1,0,1,1,0,1,0,1,1.233462334
0,0,0,0,1,0,1,1,0,1,1,0,1.228307247
0,0,0,0,1,0,1,1,0,1,1,1,1.22918129
0,0,0,0,1,0,1,1,1,0,0,0,1.239526272
0,0,0,0,1,0,1,1,1,0,0,1,1.226104498
0,0,0,0,1,0,1,1,1,0,1,0,1.238316536
0,0,0,0,1,0,1,1,1,0,1,1,1.232399225
0,0,0,0,1,0,1,1,1,1,0,0,1.228033304
0,0,0,0,1,0,1,1,1,1,0,1,1.248997211
0,0,0,0,1,0,1,1,1,1,1,0,1.234343052
0,0,0,0,1,0,1,1,1,1,1,1,1.245264292
0,0,0,0,1,1,0,0,0,0,0,0,2.734304428
0,0,0,0,1,1,0,0,0,0,0,1,2.675045013
0,0,0,0,1,1,0,0,0,0,1,0,2.769719362
0,0,0,0,1,1,0,0,0,0,1,1,2.679232597
0,0,0,0,1,1,0,0,0,1,0,0,2.731889725
0,0,0,0,1,1,0,0,0,1,0,1,2.77593565
0,0,0,0,1,1,0,0,0,1,1,0,2.72942996
0,0,0,0,1,1,0,0,0,1,1,1,2.698436737
0,0,0,0,1,1,0,0,1,0,0,0,2.666769266
0,0,0,0,1,1,0,0,1,0,0,1,2.733620882
0,0,0,0,1,1,0,0,1,0,1,0,2.627058744
0,0,0,0,1,1,0,0,1,0,1,1,2.586468697
0,0,0,0,1,1,0,0,1,1,0,0,2.64603591
0,0,0,0,1,1,0,0,1,1,0,1,2.629794359
0,0,0,0,1,1,0,0,1,1,1,0,2.65467906
0,0,0,0,1,1,0,0,1,1,1,1,2.684564352
0,0,0,0,1,1,0,1,0,0,0,0,2.665466309
0,0,0,0,1,1,0,1,0,0,0,1,2.619282722
0,0,0,0,1,1,0,1,0,0,1,0,2.60876298
0,0,0,0,1,1,0,1,0,0,1,1,2.654042244
0,0,0,0,1,1,0,1,0,1,0,0,2.696275711
0,0,0,0,1,1,0,1,0,1,0,1,2.639464855
0,0,0,0,1,1,0,1,0,1,1,0,2.675883293
0,0,0,0,1,1,0,1,0,1,1,1,2.754144192
0,0,0,0,1,1,0,1,1,0,0,0,2.703158855
0,0,0,0,1,1,0,1,1,0,0,1,2.656540632
0,0,0,0,1,1,0,1,1,0,1,0,2.657811642
0,0,0,0,1,1,0,1,1,0,1,1,2.64692831
0,0,0,0,1,1,0,1,1,1,0,0,2.625734091
0,0,0,0,1,1,0,1,1,1,0,1,2.689143181
0,0,0,0,1,1,0,1,1,1,1,0,2.675869703
0,0,0,0,1,1,0,1,1,1,1,1,2.62552762
0,0,0,0,1,1,1,0,0,0,0,0,3.157392502
0,0,0,0,1,1,1,0,0,0,0,1,3.225857019
0,0,0,0,1,1,1,0,0,0,1,0,3.145113707
0,0,0,0,1,1,1,0,0,0,1,1,3.150388241
0,0,0,0,1,1,1,0,0,1,0,0,3.256318569
0,0,0,0,1,1,1,0,0,1,0,1,3.14315176
0,0,0,0,1,1,1,0,0,1,1,0,3.103155851
0,0,0,0,1,1,1,0,0,1,1,1,3.184215307
0,0,0,0,1,1,1,0,1,0,0,0,3.155496597
0,0,0,0,1,1,1,0,1,0,0,1,3.185124636
0,0,0,0,1,1,1,0,1,0,1,0,3.192025185
0,0,0,0,1,1,1,0,1,0,1,1,3.177966833
0,0,0,0,1,1,1,0,1,1,0,0,3.1194911
0,0,0,0,1,1,1,0,1,1,0,1,3.103653431
0,0,0,0,1,1,1,0,1,1,1,0,3.164804459
0,0,0,0,1,1,1,0,1,1,1,1,3.157977104
0,0,0,0,1,1,1,1,0,0,0,0,3.145558357
0,0,0,0,1,1,1,1,0,0,0,1,3.144414902
0,0,0,0,1,1,1,1,0,0,1,0,3.238227367
0,0,0,0,1,1,1,1,0,0,1,1,3.1104846
0,0,0,0,1,1,1,1,0,1,0,0,3.111963987
0,0,0,0,1,1,1,1,0,1,0,1,3.113383293
0,0,0,0,1,1,1,1,0,1,1,0,3.106914043
0,0,0,0,1,1,1,1,0,1,1,1,3.165758371
0,0,0,0,1,1,1,1,1,0,0,0,3.205983639
0,0,0,0,1,1,1,1,1,0,0,1,9.233046293
0,0,0,0,1,1,1,1,1,0,1,0,3.132081032
0,0,0,0,1,1,1,1,1,0,1,1,36.22548652
0,0,0,0,1,1,1,1,1,1,0,0,35.54452443
0,0,0,0,1,1,1,1,1,1,0,1,35.13333917
0,0,0,0,1,1,1,1,1,1,1,0,35.27413106
0,0,0,0,1,1,1,1,1,1,1,1,35.6872263
0,0,0,1,0,0,0,0,0,0,0,0,31.25900316
0,0,0,1,0,0,0,0,0,0,0,1,31.48159885
0,0,0,1,0,0,0,0,0,0,1,0,31.45023441
0,0,0,1,0,0,0,0,0,0,1,1,31.44404912
0,0,0,1,0,0,0,0,0,1,0,0,31.31952095
0,0,0,1,0,0,0,0,0,1,0,1,31.35541916
0,0,0,1,0,0,0,0,0,1,1,0,31.54037142
0,0,0,1,0,0,0,0,0,1,1,1,31.6437211
0,0,0,1,0,0,0,0,1,0,0,0,32.32532477
0,0,0,1,0,0,0,0,1,0,0,1,31.69415903
0,0,0,1,0,0,0,0,1,0,1,0,31.68963099
0,0,0,1,0,0,0,0,1,0,1,1,11.85385084
0,0,0,1,0,0,0,0,1,1,0,0,31.50485229
0,0,0,1,0,0,0,0,1,1,0,1,31.13170457
0,0,0,1,0,0,0,0,1,1,1,0,31.21558356
0,0,0,1,0,0,0,0,1,1,1,1,31.47775459
0,0,0,1,0,0,0,1,0,0,0,0,31.62179089
0,0,0,1,0,0,0,1,0,0,0,1,31.56368732
0,0,0,1,0,0,0,1,0,0,1,0,31.85685205
0,0,0,1,0,0,0,1,0,0,1,1,31.28101206
0,0,0,1,0,0,0,1,0,1,0,0,31.75749111
0,0,0,1,0,0,0,1,0,1,0,1,31.5950408
0,0,0,1,0,0,0,1,0,1,1,0,31.24117017
0,0,0,1,0,0,0,1,0,1,1,1,31.49027181
0,0,0,1,0,0,0,1,1,0,0,0,32.07956648
0,0,0,1,0,0,0,1,1,0,0,1,32.06171131
0,0,0,1,0,0,0,1,1,0,1,0,31.89571142
0,0,0,1,0,0,0,1,1,0,1,1,31.95691133
0,0,0,1,0,0,0,1,1,1,0,0,32.21694922
0,0,0,1,0,0,0,1,1,1,0,1,31.43027949
0,0,0,1,0,0,0,1,1,1,1,0,31.58930349
0,0,0,1,0,0,0,1,1,1,1,1,31.38354826
0,0,0,1,0,0,1,0,0,0,0,0,46.06432843
0,0,0,1,0,0,1,0,0,0,0,1,46.34861827
0,0,0,1,0,0,1,0,0,0,1,0,45.82023811
0,0,0,1,0,0,1,0,0,0,1,1,36.81663966
0,0,0,1,0,0,1,0,0,1,0,0,46.64604974
0,0,0,1,0,0,1,0,0,1,0,1,46.30639148
0,0,0,1,0,0,1,0,0,1,1,0,46.64925218
0,0,0,1,0,0,1,0,0,1,1,1,46.11886692
0,0,0,1,0,0,1,0,1,0,0,0,46.78393722
0,0,0,1,0,0,1,0,1,0,0,1,46.23344612
0,0,0,1,0,0,1,0,1,0,1,0,45.95530462
0,0,0,1,0,0,1,0,1,0,1,1,45.80262423
0,0,0,1,0,0,1,0,1,1,0,0,45.90279102
0,0,0,1,0,0,1,0,1,1,0,1,46.6118803
0,0,0,1,0,0,1,0,1,1,1,0,45.44870424
0,0,0,1,0,0,1,0,1,1,1,1,46.90198708
0,0,0,1,0,0,1,1,0,0,0,0,46.07468295
0,0,0,1,0,0,1,1,0,0,0,1,46.35019732
0,0,0,1,0,0,1,1,0,0,1,0,46.41778541
0,0,0,1,0,0,1,1,0,0,1,1,55.97877526
0,0,0,1,0,0,1,1,0,1,0,0,47.72440434
0,0,0,1,0,0,1,1,0,1,0,1,47.51005006
0,0,0,1,0,0,1,1,0,1,1,0,4.395537376
0,0,0,1,0,0,1,1,0,1,1,1,46.96417928
0,0,0,1,0,0,1,1,1,0,0,0,47.25916004
0,0,0,1,0,0,1,1,1,0,0,1,46.66209912
0,0,0,1,0,0,1,1,1,0,1,0,46.62695265
0,0,0,1,0,0,1,1,1,0,1,1,46.54942107
0,0,0,1,0,0,1,1,1,1,0,0,46.38788652
0,0,0,1,0,0,1,1,1,1,0,1,47.10332704
0,0,0,1,0,0,1,1,1,1,1,0,46.98588681
0,0,0,1,0,0,1,1,1,1,1,1,47.50971389
0,0,0,1,0,1,0,0,0,0,0,0,57.45104408
0,0,0,1,0,1,0,0,0,0,0,1,53.45106649
0,0,0,1,0,1,0,0,0,0,1,0,53.20893383
0,0,0,1,0,1,0,0,0,0,1,1,52.90760541
0,0,0,1,0,1,0,0,0,1,0,0,53.47724676
0,0,0,1,0,1,0,0,0,1,0,1,53.76583147
0,0,0,1,0,1,0,0,0,1,1,0,53.55025005
0,0,0,1,0,1,0,0,0,1,1,1,53.02036619
0,0,0,1,0,1,0,0,1,0,0,0,30.16827321
0,0,0,1,0,1,0,0,1,0,0,1,53.23775482
0,0,0,1,0,1,0,0,1,0,1,0,53.16401291
0,0,0,1,0,1,0,0,1,0,1,1,53.22910595
0,0,0,1,0,1,0,0,1,1,0,0,53.46029496
0,0,0,1,0,1,0,0,1,1,0,1,53.75471854
0,0,0,1,0,1,0,0,1,1,1,0,53.46871567
0,0,0,1,0,1,0,0,1,1,1,1,53.35930896
0,0,0,1,0,1,0,1,0,0,0,0,52.86336637
0,0,0,1,0,1,0,1,0,0,0,1,52.35040212
0,0,0,1,0,1,0,1,0,0,1,0,53.28419185
0,0,0,1,0,1,0,1,0,0,1,1,53.13793111
0,0,0,1,0,1,0,1,0,1,0,0,53.40968251
0,0,0,1,0,1,0,1,0,1,0,1,52.78139496
0,0,0,1,0,1,0,1,0,1,1,0,53.66964316
0,0,0,1,0,1,0,1,0,1,1,1,53.45697689
0,0,0,1,0,1,0,1,1,0,0,0,53.16864944
0,0,0,1,0,1,0,1,1,0,0,1,53.04175162
0,0,0,1,0,1,0,1,1,0,1,0,52.59863901
0,0,0,1,0,1,0,1,1,0,1,1,53.38914347
0,0,0,1,0,1,0,1,1,1,0,0,53.57447648
0,0,0,1,0,1,0,1,1,1,0,1,53.39158416
0,0,0,1,0,1,0,1,1,1,1,0,53.38003111
0,0,0,1,0,1,0,1,1,1,1,1,53.37553406
0,0,0,1,0,1,1,0,0,0,0,0,100.1148944
0,0,0,1,0,1,1,0,0,0,0,1,99.61556149
0,0,0,1,0,1,1,0,0,0,1,0,99.30078506
0,0,0,1,0,1,1,0,0,0,1,1,98.81109262
0,0,0,1,0,1,1,0,0,1,0,0,99.91280985
0,0,0,1,0,1,1,0,0,1,0,1,70.16540504
0,0,0,1,0,1,1,0,0,1,1,0,99.50467038
0,0,0,1,0,1,1,0,0,1,1,1,100.0710373
0,0,0,1,0,1,1,0,1,0,0,0,99.69462466
0,0,0,1,0,1,1,0,1,0,0,1,99.58830953
0,0,0,1,0,1,1,0,1,0,1,0,99.90704894
0,0,0,1,0,1,1,0,1,0,1,1,100.1943798
0,0,0,1,0,1,1,0,1,1,0,0,99.9965291
0,0,0,1,0,1,1,0,1,1,0,1,99.09344935
0,0,0,1,0,1,1,0,1,1,1,0,76.20914698
0,0,0,1,0,1,1,0,1,1,1,1,99.75199676
0,0,0,1,0,1,1,1,0,0,0,0,99.18137789
0,0,0,1,0,1,1,1,0,0,0,1,99.47489715
0,0,0,1,0,1,1,1,0,0,1,0,99.4203198
0,0,0,1,0,1,1,1,0,0,1,1,100.1103959
0,0,0,1,0,1,1,1,0,1,0,0,98.64186454
0,0,0,1,0,1,1,1,0,1,0,1,99.88248849
0,0,0,1,0,1,1,1,0,1,1,0,99.35702515
0,0,0,1,0,1,1,1,0,1,1,1,99.98114514
0,0,0,1,0,1,1,1,1,0,0,0,99.75667548
0,0,0,1,0,1,1,1,1,0,0,1,99.0210588
0,0,0,1,0,1,1,1,1,0,1,0,99.0361042
0,0,0,1,0,1,1,1,1,0,1,1,99.82412171
0,0,0,1,0,1,1,1,1,1,0,0,98.97705293
0,0,0,1,0,1,1,1,1,1,0,1,99.05041385
0,0,0,1,0,1,1,1,1,1,1,0,98.93209052
0,0,0,1,0,1,1,1,1,1,1,1,99.45995116
0,0,0,1,1,0,0,0,0,0,0,0,36.33885169
0,0,0,1,1,0,0,0,0,0,0,1,36.47758389
0,0,0,1,1,0,0,0,0,0,1,0,36.49012542
0,0,0,1,1,0,0,0,0,0,1,1,4.180880785
0,0,0,1,1,0,0,0,0,1,0,0,36.57535219
0,0,0,1,1,0,0,0,0,1,0,1,36.53444147
0,0,0,1,1,0,0,0,0,1,1,0,36.62491918
0,0,0,1,1,0,0,0,0,1,1,1,37.05604482
0,0,0,1,1,0,0,0,1,0,0,0,36.82959294
0,0,0,1,1,0,0,0,1,0,0,1,36.53988338
0,0,0,1,1,0,0,0,1,0,1,0,37.08613062
0,0,0,1,1,0,0,0,1,0,1,1,36.52070975
0,0,0,1,1,0,0,0,1,1,0,0,36.71770668
0,0,0,1,1,0,0,0,1,1,0,1,36.67225337
0,0,0,1,1,0,0,0,1,1,1,0,36.95442343
0,0,0,1,1,0,0,0,1,1,1,1,36.35207748
0,0,0,1,1,0,0,1,0,0,0,0,36.60559177
0,0,0,1,1,0,0,1,0,0,0,1,36.43398023
0,0,0,1,1,0,0,1,0,0,1,0,36.34615111
0,0,0,1,1,0,0,1,0,0,1,1,37.06124043
0,0,0,1,1,0,0,1,0,1,0,0,36.95519638
0,0,0,1,1,0,0,1,0,1,0,1,36.99335337
0,0,0,1,1,0,0,1,0,1,1,0,36.71991396
0,0,0,1,1,0,0,1,0,1,1,1,36.97115541
0,0,0,1,1,0,0,1,1,0,0,0,37.27099252
0,0,0,1,1,0,0,1,1,0,0,1,36.77273679
0,0,0,1,1,0,0,1,1,0,1,0,36.58001804
0,0,0,1,1,0,0,1,1,0,1,1,4.343711376
0,0,0,1,1,0,0,1,1,1,0,0,36.27873731
0,0,0,1,1,0,0,1,1,1,0,1,37.03023672
0,0,0,1,1,0,0,1,1,1,1,0,36.74207878
0,0,0,1,1,0,0,1,1,1,1,1,36.67102456
0,0,0,1,1,0,1,0,0,0,0,0,51.88865042
0,0,0,1,1,0,1,0,0,0,0,1,51.36155295
0,0,0,1,1,0,1,0,0,0,1,0,51.39667439
0,0,0,1,1,0,1,0,0,0,1,1,51.43668842
0,0,0,1,1,0,1,0,0,1,0,0,4.602385283
0,0,0,1,1,0,1,0,0,1,0,1,27.2807014
0,0,0,1,1,0,1,0,0,1,1,0,51.40413332
0,0,0,1,1,0,1,0,0,1,1,1,51.72214103
0,0,0,1,1,0,1,0,1,0,0,0,51.50444865
0,0,0,1,1,0,1,0,1,0,0,1,51.45035815
0,0,0,1,1,0,1,0,1,0,1,0,51.69709134
0,0,0,1,1,0,1,0,1,0,1,1,52.74374247
0,0,0,1,1,0,1,0,1,1,0,0,51.7157433
0,0,0,1,1,0,1,0,1,1,0,1,51.65574121
0,0,0,1,1,0,1,0,1,1,1,0,51.57409072
0,0,0,1,1,0,1,0,1,1,1,1,50.78090382
0,0,0,1,1,0,1,1,0,0,0,0,51.77656507
0,0,0,1,1,0,1,1,0,0,0,1,51.2157383
0,0,0,1,1,0,1,1,0,0,1,0,51.67442918
0,0,0,1,1,0,1,1,0,0,1,1,51.36659217
0,0,0,1,1,0,1,1,0,1,0,0,51.60812092
0,0,0,1,1,0,1,1,0,1,0,1,50.60938907
0,0,0,1,1,0,1,1,0,1,1,0,51.27211571
0,0,0,1,1,0,1,1,0,1,1,1,51.00115681
0,0,0,1,1,0,1,1,1,0,0,0,51.84689212
0,0,0,1,1,0,1,1,1,0,0,1,51.77189326
0,0,0,1,1,0,1,1,1,0,1,0,51.19473481
0,0,0,1,1,0,1,1,1,0,1,1,52.00613976
0,0,0,1,1,0,1,1,1,1,0,0,51.15700722
0,0,0,1,1,0,1,1,1,1,0,1,51.75543404
0,0,0,1,1,0,1,1,1,1,1,0,50.691746
0,0,0,1,1,0,1,1,1,1,1,1,51.48787332
0,0,0,1,1,1,0,0,0,0,0,0,58.20673037
0,0,0,1,1,1,0,0,0,0,0,1,57.94922113
0,0,0,1,1,1,0,0,0,0,1,0,58.32414365
0,0,0,1,1,1,0,0,0,0,1,1,58.55967855
0,0,0,1,1,1,0,0,0,1,0,0,58.96783376
0,0,0,1,1,1,0,0,0,1,0,1,58.65826941
0,0,0,1,1,1,0,0,0,1,1,0,58.98118901
0,0,0,1,1,1,0,0,0,1,1,1,58.78174257
0,0,0,1,1,1,0,0,1,0,0,0,58.18294954
0,0,0,1,1,1,0,0,1,0,0,1,59.66841865
0,0,0,1,1,1,0,0,1,0,1,0,58.82566857
