$root,$filterOff,$HeaderCompressionOff,$mtOff,$CompressionMethod,$LZMA,$LZMA2,$PPMd,$BZip2,$Deflate,$tmOff,$Files,$BlockSize,$x,$<performance
1,0,0,0,1,1,0,0,0,0,0,50,16,0,17799.6
1,0,0,0,1,1,0,0,0,0,0,60,16,0,17661.8
1,0,0,0,1,1,0,0,0,0,0,70,16,0,17659
1,0,0,0,1,1,0,0,0,0,0,80,16,0,17686.2
1,0,0,0,1,1,0,0,0,0,0,90,16,0,17664.4
1,0,0,0,1,1,0,0,0,0,0,100,16,0,17793.4
1,0,0,0,1,1,0,0,0,0,0,0,32,0,17960
1,0,0,0,1,1,0,0,0,0,0,10,32,0,17677.6
1,0,0,0,1,1,0,0,0,0,0,20,32,0,17669.4
1,0,0,0,1,1,0,0,0,0,0,30,32,0,17717
1,0,0,0,1,1,0,0,0,0,0,40,32,0,17781.2
1,0,0,0,1,1,0,0,0,0,0,50,32,0,17762
1,0,0,0,1,1,0,0,0,0,0,60,32,0,17727.8
1,0,0,0,1,1,0,0,0,0,0,70,32,0,17728.8
1,0,0,0,1,1,0,0,0,0,0,80,32,0,17680.8
1,0,0,0,1,1,0,0,0,0,0,90,32,0,17696.6
1,0,0,0,1,1,0,0,0,0,0,100,32,0,17729.8
1,0,0,0,1,1,0,0,0,0,0,0,64,0,17904.6
1,0,0,0,1,1,0,0,0,0,0,10,64,0,17713.6
1,0,0,0,1,1,0,0,0,0,0,20,64,0,17740.2
1,0,0,0,1,1,0,0,0,0,0,30,64,0,17765
1,0,0,0,1,1,0,0,0,0,0,40,64,0,17676.4
1,0,0,0,1,1,0,0,0,0,0,50,64,0,17739.6
1,0,0,0,1,1,0,0,0,0,0,60,64,0,17716.2
1,0,0,0,1,1,0,0,0,0,0,70,64,0,17776.8
1,0,0,0,1,1,0,0,0,0,0,80,64,0,17685.4
1,0,0,0,1,1,0,0,0,0,0,90,64,0,17765
1,0,0,0,1,1,0,0,0,0,0,100,64,0,17719.2
1,0,0,0,1,1,0,0,0,0,0,0,128,0,17982.6
1,0,0,0,1,1,0,0,0,0,0,10,128,0,17690.8
1,0,0,0,1,1,0,0,0,0,0,20,128,0,17670.8
1,0,0,0,1,1,0,0,0,0,0,30,128,0,17725.8
1,0,0,0,1,1,0,0,0,0,0,40,128,0,17669.6
1,0,0,0,1,1,0,0,0,0,0,50,128,0,17724.8
1,0,0,0,1,1,0,0,0,0,0,60,128,0,17663.8
1,0,0,0,1,1,0,0,0,0,0,70,128,0,17767.4
1,0,0,0,1,1,0,0,0,0,0,80,128,0,17687.4
1,0,0,0,1,1,0,0,0,0,0,90,128,0,17735.6
1,0,0,0,1,1,0,0,0,0,0,100,128,0,17717.8
1,0,0,0,1,1,0,0,0,0,0,0,256,0,17890.2
1,0,0,0,1,1,0,0,0,0,0,10,256,0,17666.6
1,0,0,0,1,1,0,0,0,0,0,20,256,0,17693.4
1,0,0,0,1,1,0,0,0,0,0,30,256,0,17662.2
1,0,0,0,1,1,0,0,0,0,0,40,256,0,17699.4
1,0,0,0,1,1,0,0,0,0,0,50,256,0,17683.8
1,0,0,0,1,1,0,0,0,0,0,60,256,0,17693.8
1,0,0,0,1,1,0,0,0,0,0,70,256,0,17801.4
1,0,0,0,1,1,0,0,0,0,0,80,256,0,17728.6
1,0,0,0,1,1,0,0,0,0,0,90,256,0,17716
1,0,0,0,1,1,0,0,0,0,0,100,256,0,17706.4
1,0,0,0,1,1,0,0,0,0,0,0,512,0,18049.4
1,0,0,0,1,1,0,0,0,0,0,10,512,0,17789
1,0,0,0,1,1,0,0,0,0,0,20,512,0,17739.8
1,0,0,0,1,1,0,0,0,0,0,30,512,0,17680.8
1,0,0,0,1,1,0,0,0,0,0,40,512,0,17670.6
1,0,0,0,1,1,0,0,0,0,0,50,512,0,17649.8
1,0,0,0,1,1,0,0,0,0,0,60,512,0,17647.6
1,0,0,0,1,1,0,0,0,0,0,70,512,0,17666.4
1,0,0,0,1,1,0,0,0,0,0,80,512,0,17709.6
1,0,0,0,1,1,0,0,0,0,0,90,512,0,17680.8
1,0,0,0,1,1,0,0,0,0,0,100,512,0,17739.6
1,0,0,0,1,1,0,0,0,0,0,0,1024,0,17984.6
1,0,0,0,1,1,0,0,0,0,0,10,1024,0,17676.6
1,0,0,0,1,1,0,0,0,0,0,20,1024,0,17845.8
1,0,0,0,1,1,0,0,0,0,0,30,1024,0,17647.8
1,0,0,0,1,1,0,0,0,0,0,40,1024,0,17646.2
1,0,0,0,1,1,0,0,0,0,0,50,1024,0,17767.6
1,0,0,0,1,1,0,0,0,0,0,60,1024,0,17698.4
1,0,0,0,1,1,0,0,0,0,0,70,1024,0,17706
1,0,0,0,1,1,0,0,0,0,0,80,1024,0,17684
1,0,0,0,1,1,0,0,0,0,0,90,1024,0,17717
1,0,0,0,1,1,0,0,0,0,0,100,1024,0,17762.8
1,0,0,0,1,1,0,0,0,0,0,0,2048,0,17962
1,0,0,0,1,1,0,0,0,0,0,10,2048,0,17732
1,0,0,0,1,1,0,0,0,0,0,20,2048,0,17629.4
1,0,0,0,1,1,0,0,0,0,0,30,2048,0,17696
1,0,0,0,1,1,0,0,0,0,0,40,2048,0,17698.8
1,0,0,0,1,1,0,0,0,0,0,50,2048,0,17758.4
1,0,0,0,1,1,0,0,0,0,0,60,2048,0,17684.8
1,0,0,0,1,1,0,0,0,0,0,70,2048,0,17699.6
1,0,0,0,1,1,0,0,0,0,0,80,2048,0,17808.2
1,0,0,0,1,1,0,0,0,0,0,90,2048,0,17714.4
1,0,0,0,1,1,0,0,0,0,0,100,2048,0,17677.4
1,0,0,0,1,1,0,0,0,0,0,0,4096,0,17907.8
1,0,0,0,1,1,0,0,0,0,0,10,4096,0,17665.8
1,0,0,0,1,1,0,0,0,0,0,20,4096,0,17663
1,0,0,0,1,1,0,0,0,0,0,30,4096,0,17773
1,0,0,0,1,1,0,0,0,0,0,40,4096,0,17680
1,0,0,0,1,1,0,0,0,0,0,50,4096,0,17707.4
1,0,0,0,1,1,0,0,0,0,0,60,4096,0,17755.4
1,0,0,0,1,1,0,0,0,0,0,70,4096,0,17780.8
1,0,0,0,1,1,0,0,0,0,0,80,4096,0,17679.4
1,0,0,0,1,1,0,0,0,0,0,90,4096,0,17651.8
1,0,0,0,1,1,0,0,0,0,0,100,4096,0,17707.6
1,0,0,0,1,1,0,0,0,0,0,0,1,2,17940.4
1,0,0,0,1,1,0,0,0,0,0,10,1,2,17737.6
1,0,0,0,1,1,0,0,0,0,0,20,1,2,17654
1,0,0,0,1,1,0,0,0,0,0,30,1,2,17661.4
1,0,0,0,1,1,0,0,0,0,0,40,1,2,17653.6
1,0,0,0,1,1,0,0,0,0,0,50,1,2,17614.8
1,0,0,0,1,1,0,0,0,0,0,60,1,2,17690
1,0,0,0,1,1,0,0,0,0,0,70,1,2,17675
1,0,0,0,1,1,0,0,0,0,0,80,1,2,17679.8
1,0,0,0,1,1,0,0,0,0,0,90,1,2,17669.4
1,0,0,0,1,1,0,0,0,0,0,100,1,2,17616.6
1,0,0,0,1,1,0,0,0,0,0,0,2,2,17953.2
1,0,0,0,1,1,0,0,0,0,0,10,2,2,17752
1,0,0,0,1,1,0,0,0,0,0,20,2,2,17649.8
1,0,0,0,1,1,0,0,0,0,0,30,2,2,17656.2
1,0,0,0,1,1,0,0,0,0,0,40,2,2,17637.8
1,0,0,0,1,1,0,0,0,0,0,50,2,2,17657.6
1,0,0,0,1,1,0,0,0,0,0,60,2,2,17696.8
1,0,0,0,1,1,0,0,0,0,0,70,2,2,17613.6
1,0,0,0,1,1,0,0,0,0,0,80,2,2,17663
1,0,0,0,1,1,0,0,0,0,0,90,2,2,17730
1,0,0,0,1,1,0,0,0,0,0,100,2,2,17636.2
1,0,0,0,1,1,0,0,0,0,0,0,4,2,17998.2
1,0,0,0,1,1,0,0,0,0,0,10,4,2,17743
1,0,0,0,1,1,0,0,0,0,0,20,4,2,17662.4
1,0,0,0,1,1,0,0,0,0,0,30,4,2,17691.2
1,0,0,0,1,1,0,0,0,0,0,40,4,2,17650.4
1,0,0,0,1,1,0,0,0,0,0,50,4,2,17671.8
1,0,0,0,1,1,0,0,0,0,0,60,4,2,17617.8
1,0,0,0,1,1,0,0,0,0,0,70,4,2,17786.8
1,0,0,0,1,1,0,0,0,0,0,80,4,2,17715
1,0,0,0,1,1,0,0,0,0,0,90,4,2,17664
1,0,0,0,1,1,0,0,0,0,0,100,4,2,17669.4
1,0,0,0,1,1,0,0,0,0,0,0,8,2,17905
1,0,0,0,1,1,0,0,0,0,0,10,8,2,17696.8
1,0,0,0,1,1,0,0,0,0,0,20,8,2,17642.6
1,0,0,0,1,1,0,0,0,0,0,30,8,2,17760.8
1,0,0,0,1,1,0,0,0,0,0,40,8,2,17727.2
1,0,0,0,1,1,0,0,0,0,0,50,8,2,17675.8
1,0,0,0,1,1,0,0,0,0,0,60,8,2,17676.2
1,0,0,0,1,1,0,0,0,0,0,70,8,2,17683.6
1,0,0,0,1,1,0,0,0,0,0,80,8,2,17680.8
1,0,0,0,1,1,0,0,0,0,0,90,8,2,17725.8
1,0,0,0,1,1,0,0,0,0,0,100,8,2,17710.4
1,0,0,0,1,1,0,0,0,0,0,0,16,2,17965
1,0,0,0,1,1,0,0,0,0,0,10,16,2,17680
1,0,0,0,1,1,0,0,0,0,0,20,16,2,17657.8
1,0,0,0,1,1,0,0,0,0,0,30,16,2,17701.4
1,0,0,0,1,1,0,0,0,0,0,40,16,2,17736.8
1,0,0,0,1,1,0,0,0,0,0,50,16,2,17687
1,0,0,0,1,1,0,0,0,0,0,60,16,2,17653.8
1,0,0,0,1,1,0,0,0,0,0,70,16,2,17761.8
1,0,0,0,1,1,0,0,0,0,0,80,16,2,17683
1,0,0,0,1,1,0,0,0,0,0,90,16,2,17676
1,0,0,0,1,1,0,0,0,0,0,100,16,2,17678
1,0,0,0,1,1,0,0,0,0,0,0,32,2,17909.4
1,0,0,0,1,1,0,0,0,0,0,10,32,2,17700
1,0,0,0,1,1,0,0,0,0,0,20,32,2,17679.4
1,0,0,0,1,1,0,0,0,0,0,30,32,2,17687.2
1,0,0,0,1,1,0,0,0,0,0,40,32,2,17735.6
1,0,0,0,1,1,0,0,0,0,0,50,32,2,17729.8
1,0,0,0,1,1,0,0,0,0,0,60,32,2,17702.2
1,0,0,0,1,1,0,0,0,0,0,70,32,2,17744
1,0,0,0,1,1,0,0,0,0,0,80,32,2,17731.4
1,0,0,0,1,1,0,0,0,0,0,90,32,2,17655.4
1,0,0,0,1,1,0,0,0,0,0,100,32,2,17800.6
1,0,0,0,1,1,0,0,0,0,0,0,64,2,17969.4
1,0,0,0,1,1,0,0,0,0,0,10,64,2,17738.8
1,0,0,0,1,1,0,0,0,0,0,20,64,2,17742.6
1,0,0,0,1,1,0,0,0,0,0,30,64,2,17756.6
1,0,0,0,1,1,0,0,0,0,0,40,64,2,17705.4
1,0,0,0,1,1,0,0,0,0,0,50,64,2,17729
1,0,0,0,1,1,0,0,0,0,0,60,64,2,17670.4
1,0,0,0,1,1,0,0,0,0,0,70,64,2,17703
1,0,0,0,1,1,0,0,0,0,0,80,64,2,17760.8
1,0,0,0,1,1,0,0,0,0,0,90,64,2,17794.2
1,0,0,0,1,1,0,0,0,0,0,100,64,2,17737.2
1,0,0,0,1,1,0,0,0,0,0,0,128,2,17960.2
1,0,0,0,1,1,0,0,0,0,0,10,128,2,17736.2
1,0,0,0,1,1,0,0,0,0,0,20,128,2,17696
1,0,0,0,1,1,0,0,0,0,0,30,128,2,17776.6
1,0,0,0,1,1,0,0,0,0,0,40,128,2,17628.8
1,0,0,0,1,1,0,0,0,0,0,50,128,2,17756.6
1,0,0,0,1,1,0,0,0,0,0,60,128,2,17658.4
1,0,0,0,1,1,0,0,0,0,0,70,128,2,17693
1,0,0,0,1,1,0,0,0,0,0,80,128,2,17696.6
1,0,0,0,1,1,0,0,0,0,0,90,128,2,17737
1,0,0,0,1,1,0,0,0,0,0,100,128,2,17720
1,0,0,0,1,1,0,0,0,0,0,0,256,2,17953.2
1,0,0,0,1,1,0,0,0,0,0,10,256,2,17694.8
1,0,0,0,1,1,0,0,0,0,0,20,256,2,17690
1,0,0,0,1,1,0,0,0,0,0,30,256,2,17675.2
1,0,0,0,1,1,0,0,0,0,0,40,256,2,17662.8
1,0,0,0,1,1,0,0,0,0,0,50,256,2,17750.4
1,0,0,0,1,1,0,0,0,0,0,60,256,2,17708.8
1,0,0,0,1,1,0,0,0,0,0,70,256,2,17702.8
1,0,0,0,1,1,0,0,0,0,0,80,256,2,17777.6
1,0,0,0,1,1,0,0,0,0,0,90,256,2,17668
1,0,0,0,1,1,0,0,0,0,0,100,256,2,17696.4
1,0,0,0,1,1,0,0,0,0,0,0,512,2,17897.4
1,0,0,0,1,1,0,0,0,0,0,10,512,2,17664.2
1,0,0,0,1,1,0,0,0,0,0,20,512,2,17724
1,0,0,0,1,1,0,0,0,0,0,30,512,2,17723.6
1,0,0,0,1,1,0,0,0,0,0,40,512,2,17672.8
1,0,0,0,1,1,0,0,0,0,0,50,512,2,17798
1,0,0,0,1,1,0,0,0,0,0,60,512,2,17683.4
1,0,0,0,1,1,0,0,0,0,0,70,512,2,17696.2
1,0,0,0,1,1,0,0,0,0,0,80,512,2,17680.4
1,0,0,0,1,1,0,0,0,0,0,90,512,2,17722.2
1,0,0,0,1,1,0,0,0,0,0,100,512,2,17739.6
1,0,0,0,1,1,0,0,0,0,0,0,1024,2,17912.2
1,0,0,0,1,1,0,0,0,0,0,10,1024,2,17685.8
1,0,0,0,1,1,0,0,0,0,0,20,1024,2,17742.8
1,0,0,0,1,1,0,0,0,0,0,30,1024,2,17708.2
1,0,0,0,1,1,0,0,0,0,0,40,1024,2,17682.4
1,0,0,0,1,1,0,0,0,0,0,50,1024,2,17740.2
1,0,0,0,1,1,0,0,0,0,0,60,1024,2,17726
1,0,0,0,1,1,0,0,0,0,0,70,1024,2,17705.4
1,0,0,0,1,1,0,0,0,0,0,80,1024,2,17691.8
1,0,0,0,1,1,0,0,0,0,0,90,1024,2,17697.4
1,0,0,0,1,1,0,0,0,0,0,100,1024,2,17758
1,0,0,0,1,1,0,0,0,0,0,0,2048,2,17977.4
1,0,0,0,1,1,0,0,0,0,0,10,2048,2,17703.8
1,0,0,0,1,1,0,0,0,0,0,20,2048,2,17720
1,0,0,0,1,1,0,0,0,0,0,30,2048,2,17747
1,0,0,0,1,1,0,0,0,0,0,40,2048,2,17700.4
1,0,0,0,1,1,0,0,0,0,0,50,2048,2,17696.4
1,0,0,0,1,1,0,0,0,0,0,60,2048,2,17711.4
1,0,0,0,1,1,0,0,0,0,0,70,2048,2,17779
1,0,0,0,1,1,0,0,0,0,0,80,2048,2,17719
1,0,0,0,1,1,0,0,0,0,0,90,2048,2,17767.8
1,0,0,0,1,1,0,0,0,0,0,100,2048,2,17715.8
1,0,0,0,1,1,0,0,0,0,0,0,4096,2,17891.8
1,0,0,0,1,1,0,0,0,0,0,10,4096,2,17725.4
1,0,0,0,1,1,0,0,0,0,0,20,4096,2,17711.6
1,0,0,0,1,1,0,0,0,0,0,30,4096,2,17637
1,0,0,0,1,1,0,0,0,0,0,40,4096,2,17686
1,0,0,0,1,1,0,0,0,0,0,50,4096,2,17723.2
1,0,0,0,1,1,0,0,0,0,0,60,4096,2,17682.2
1,0,0,0,1,1,0,0,0,0,0,70,4096,2,17729.2
1,0,0,0,1,1,0,0,0,0,0,80,4096,2,17847.6
1,0,0,0,1,1,0,0,0,0,0,90,4096,2,17742
1,0,0,0,1,1,0,0,0,0,0,100,4096,2,17668
1,0,0,0,1,1,0,0,0,0,0,0,1,4,18449.2
1,0,0,0,1,1,0,0,0,0,0,10,1,4,15267.6
1,0,0,0,1,1,0,0,0,0,0,20,1,4,15237.2
1,0,0,0,1,1,0,0,0,0,0,30,1,4,15302
1,0,0,0,1,1,0,0,0,0,0,40,1,4,15318.8
1,0,0,0,1,1,0,0,0,0,0,50,1,4,15250.8
1,0,0,0,1,1,0,0,0,0,0,60,1,4,15235
1,0,0,0,1,1,0,0,0,0,0,70,1,4,15223.6
1,0,0,0,1,1,0,0,0,0,0,80,1,4,15237
1,0,0,0,1,1,0,0,0,0,0,90,1,4,15215.2
1,0,0,0,1,1,0,0,0,0,0,100,1,4,15213.8
1,0,0,0,1,1,0,0,0,0,0,0,2,4,18547.8
1,0,0,0,1,1,0,0,0,0,0,10,2,4,13324.2
1,0,0,0,1,1,0,0,0,0,0,20,2,4,13349.4
1,0,0,0,1,1,0,0,0,0,0,30,2,4,13261.6
1,0,0,0,1,1,0,0,0,0,0,40,2,4,13272.8
1,0,0,0,1,1,0,0,0,0,0,50,2,4,13260.8
1,0,0,0,1,1,0,0,0,0,0,60,2,4,13260.8
1,0,0,0,1,1,0,0,0,0,0,70,2,4,13280.2
1,0,0,0,1,1,0,0,0,0,0,80,2,4,13281.6
1,0,0,0,1,1,0,0,0,0,0,90,2,4,13235.8
1,0,0,0,1,1,0,0,0,0,0,100,2,4,13242.4
1,0,0,0,1,1,0,0,0,0,0,0,4,4,18430.2
1,0,0,0,1,1,0,0,0,0,0,10,4,4,12477
1,0,0,0,1,1,0,0,0,0,0,20,4,4,12476.8
1,0,0,0,1,1,0,0,0,0,0,30,4,4,12441.8
1,0,0,0,1,1,0,0,0,0,0,40,4,4,12514.6
1,0,0,0,1,1,0,0,0,0,0,50,4,4,12440.4
1,0,0,0,1,1,0,0,0,0,0,60,4,4,12411.2
1,0,0,0,1,1,0,0,0,0,0,70,4,4,12434.6
1,0,0,0,1,1,0,0,0,0,0,80,4,4,12546.2
1,0,0,0,1,1,0,0,0,0,0,90,4,4,12418
1,0,0,0,1,1,0,0,0,0,0,100,4,4,12434
1,0,0,0,1,1,0,0,0,0,0,0,8,4,18429.6
1,0,0,0,1,1,0,0,0,0,0,10,8,4,12317.6
1,0,0,0,1,1,0,0,0,0,0,20,8,4,12258
1,0,0,0,1,1,0,0,0,0,0,30,8,4,12149
1,0,0,0,1,1,0,0,0,0,0,40,8,4,12138.2
1,0,0,0,1,1,0,0,0,0,0,50,8,4,12164
1,0,0,0,1,1,0,0,0,0,0,60,8,4,12106
1,0,0,0,1,1,0,0,0,0,0,70,8,4,12032.2
1,0,0,0,1,1,0,0,0,0,0,80,8,4,12153.6
1,0,0,0,1,1,0,0,0,0,0,90,8,4,12123.4
1,0,0,0,1,1,0,0,0,0,0,100,8,4,12108.8
1,0,0,0,1,1,0,0,0,0,0,0,16,4,18463.4
1,0,0,0,1,1,0,0,0,0,0,10,16,4,12382.4
1,0,0,0,1,1,0,0,0,0,0,20,16,4,12000
1,0,0,0,1,1,0,0,0,0,0,30,16,4,11924.6
1,0,0,0,1,1,0,0,0,0,0,40,16,4,11900.8
1,0,0,0,1,1,0,0,0,0,0,50,16,4,11918.2
1,0,0,0,1,1,0,0,0,0,0,60,16,4,11883.8
1,0,0,0,1,1,0,0,0,0,0,70,16,4,11845.2
1,0,0,0,1,1,0,0,0,0,0,80,16,4,11900.2
1,0,0,0,1,1,0,0,0,0,0,90,16,4,11842.4
1,0,0,0,1,1,0,0,0,0,0,100,16,4,11903.4
1,0,0,0,1,1,0,0,0,0,0,0,32,4,18420.6
1,0,0,0,1,1,0,0,0,0,0,10,32,4,12395.2
1,0,0,0,1,1,0,0,0,0,0,20,32,4,12029.2
1,0,0,0,1,1,0,0,0,0,0,30,32,4,11864.2
1,0,0,0,1,1,0,0,0,0,0,40,32,4,11883.4
1,0,0,0,1,1,0,0,0,0,0,50,32,4,11838
1,0,0,0,1,1,0,0,0,0,0,60,32,4,11758.2
1,0,0,0,1,1,0,0,0,0,0,70,32,4,11820.4
1,0,0,0,1,1,0,0,0,0,0,80,32,4,11825
1,0,0,0,1,1,0,0,0,0,0,90,32,4,11818.8
1,0,0,0,1,1,0,0,0,0,0,100,32,4,11802.8
1,0,0,0,1,1,0,0,0,0,0,0,64,4,18551
1,0,0,0,1,1,0,0,0,0,0,10,64,4,12437.6
1,0,0,0,1,1,0,0,0,0,0,20,64,4,12006.2
1,0,0,0,1,1,0,0,0,0,0,30,64,4,11908
1,0,0,0,1,1,0,0,0,0,0,40,64,4,11896.8
1,0,0,0,1,1,0,0,0,0,0,50,64,4,11784
1,0,0,0,1,1,0,0,0,0,0,60,64,4,11769.2
1,0,0,0,1,1,0,0,0,0,0,70,64,4,11874.4
1,0,0,0,1,1,0,0,0,0,0,80,64,4,11810.4
1,0,0,0,1,1,0,0,0,0,0,90,64,4,11753.4
1,0,0,0,1,1,0,0,0,0,0,100,64,4,11711
1,0,0,0,1,1,0,0,0,0,0,0,128,4,18462.8
1,0,0,0,1,1,0,0,0,0,0,10,128,4,12329.4
1,0,0,0,1,1,0,0,0,0,0,20,128,4,12011.8
1,0,0,0,1,1,0,0,0,0,0,30,128,4,11856.8
1,0,0,0,1,1,0,0,0,0,0,40,128,4,11858
1,0,0,0,1,1,0,0,0,0,0,50,128,4,11802.8
1,0,0,0,1,1,0,0,0,0,0,60,128,4,11765.2
1,0,0,0,1,1,0,0,0,0,0,70,128,4,11810
1,0,0,0,1,1,0,0,0,0,0,80,128,4,11817.8
1,0,0,0,1,1,0,0,0,0,0,90,128,4,11834
1,0,0,0,1,1,0,0,0,0,0,100,128,4,11750.2
1,0,0,0,1,1,0,0,0,0,0,0,256,4,18460
1,0,0,0,1,1,0,0,0,0,0,10,256,4,12327.2
1,0,0,0,1,1,0,0,0,0,0,20,256,4,11977
1,0,0,0,1,1,0,0,0,0,0,30,256,4,11858.4
1,0,0,0,1,1,0,0,0,0,0,40,256,4,11840.4
1,0,0,0,1,1,0,0,0,0,0,50,256,4,11773.6
1,0,0,0,1,1,0,0,0,0,0,60,256,4,11726.6
1,0,0,0,1,1,0,0,0,0,0,70,256,4,11772.6
1,0,0,0,1,1,0,0,0,0,0,80,256,4,11755
1,0,0,0,1,1,0,0,0,0,0,90,256,4,11800.2
1,0,0,0,1,1,0,0,0,0,0,100,256,4,11730.8
1,0,0,0,1,1,0,0,0,0,0,0,512,4,18430
1,0,0,0,1,1,0,0,0,0,0,10,512,4,12344.4
1,0,0,0,1,1,0,0,0,0,0,20,512,4,12006.2
1,0,0,0,1,1,0,0,0,0,0,30,512,4,11853.8
1,0,0,0,1,1,0,0,0,0,0,40,512,4,11863.4
1,0,0,0,1,1,0,0,0,0,0,50,512,4,11866.8
1,0,0,0,1,1,0,0,0,0,0,60,512,4,11823.8
1,0,0,0,1,1,0,0,0,0,0,70,512,4,11806
1,0,0,0,1,1,0,0,0,0,0,80,512,4,11742.8
1,0,0,0,1,1,0,0,0,0,0,90,512,4,11743.8
1,0,0,0,1,1,0,0,0,0,0,100,512,4,11672.4
1,0,0,0,1,1,0,0,0,0,0,0,1024,4,18471.6
1,0,0,0,1,1,0,0,0,0,0,10,1024,4,12350.2
1,0,0,0,1,1,0,0,0,0,0,20,1024,4,12005.2
1,0,0,0,1,1,0,0,0,0,0,30,1024,4,11935.4
1,0,0,0,1,1,0,0,0,0,0,40,1024,4,11826.8
1,0,0,0,1,1,0,0,0,0,0,50,1024,4,11791.4
1,0,0,0,1,1,0,0,0,0,0,60,1024,4,11745.2
1,0,0,0,1,1,0,0,0,0,0,70,1024,4,11784.2
1,0,0,0,1,1,0,0,0,0,0,80,1024,4,11750.2
1,0,0,0,1,1,0,0,0,0,0,90,1024,4,11744.2
1,0,0,0,1,1,0,0,0,0,0,100,1024,4,11704.6
1,0,0,0,1,1,0,0,0,0,0,0,2048,4,18439
1,0,0,0,1,1,0,0,0,0,0,10,2048,4,12402.6
1,0,0,0,1,1,0,0,0,0,0,20,2048,4,12005.4
1,0,0,0,1,1,0,0,0,0,0,30,2048,4,11900
1,0,0,0,1,1,0,0,0,0,0,40,2048,4,11839.2
1,0,0,0,1,1,0,0,0,0,0,50,2048,4,11806.2
1,0,0,0,1,1,0,0,0,0,0,60,2048,4,11748.2
1,0,0,0,1,1,0,0,0,0,0,70,2048,4,11800.2
1,0,0,0,1,1,0,0,0,0,0,80,2048,4,11855.4
1,0,0,0,1,1,0,0,0,0,0,90,2048,4,11794.2
1,0,0,0,1,1,0,0,0,0,0,100,2048,4,11684
1,0,0,0,1,1,0,0,0,0,0,0,4096,4,18435.6
1,0,0,0,1,1,0,0,0,0,0,10,4096,4,12333
1,0,0,0,1,1,0,0,0,0,0,20,4096,4,11975.2
