journal,nojournal,journalCompression,journalCompressionSnappy,journalCompressionZlib,ssl,networkCompression,networkCompressionSnappy,networkCompressionZlib,wireObjectCheck,dataCompression,dataCompressionSnappy,dataCompressionZlib,indexPrefixCompression,journalCommitInterval,cacheSize,$<performance
1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.024,219448.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1.024,221362.4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.048,225287.8
1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.048,225990.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2.048,222840.4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.048,222289.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2.048,219055.4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,2.048,219578.2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.096,221219.2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4.096,223724
1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4.096,219605.2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.096,219705.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4.096,220735.4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,4.096,227142.6
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.256,225007.2
1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0.256,222864.6
1,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0.256,224799.2
1,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0.256,228388.8
1,0,0,0,0,0,0,0,0,1,0,0,0,0,200,0.256,224658.2
1,0,0,0,0,0,0,0,0,1,0,0,0,0,500,0.256,228400.2
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.512,225830.4
1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0.512,231209.6
1,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0.512,224357.8
1,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0.512,227476
1,0,0,0,0,0,0,0,0,1,0,0,0,0,200,0.512,226002.8
1,0,0,0,0,0,0,0,0,1,0,0,0,0,500,0.512,220978.6
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.024,226431.8
1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1.024,225928.4
1,0,0,0,0,0,0,0,0,1,0,0,0,0,50,1.024,226401.8
1,0,0,0,0,0,0,0,0,1,0,0,0,0,100,1.024,223607.8
1,0,0,0,0,0,0,0,0,1,0,0,0,0,200,1.024,228411.8
1,0,0,0,0,0,0,0,0,1,0,0,0,0,500,1.024,227503.8
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.048,226673
1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,2.048,224234.4
1,0,0,0,0,0,0,0,0,1,0,0,0,0,50,2.048,224660.4
1,0,0,0,0,0,0,0,0,1,0,0,0,0,100,2.048,228070
1,0,0,0,0,0,0,0,0,1,0,0,0,0,200,2.048,224445.8
1,0,0,0,0,0,0,0,0,1,0,0,0,0,500,2.048,224305.6
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.096,224468
1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,4.096,223956.6
1,0,0,0,0,0,0,0,0,1,0,0,0,0,50,4.096,226672
1,0,0,0,0,0,0,0,0,1,0,0,0,0,100,4.096,227496.4
1,0,0,0,0,0,0,0,0,1,0,0,0,0,200,4.096,222306.4
1,0,0,0,0,0,0,0,0,1,0,0,0,0,500,4.096,228416.4
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.256,298214.2
1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0.256,296614
1,0,0,0,0,1,0,0,0,0,0,0,0,0,50,0.256,299620.2
1,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0.256,299590.2
1,0,0,0,0,1,0,0,0,0,0,0,0,0,200,0.256,296359.6
1,0,0,0,0,1,0,0,0,0,0,0,0,0,500,0.256,294522.8
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.512,286588.4
1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0.512,291048
1,0,0,0,0,1,0,0,0,0,0,0,0,0,50,0.512,298326.8
1,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0.512,293884.6
1,0,0,0,0,1,0,0,0,0,0,0,0,0,200,0.512,298098
1,0,0,0,0,1,0,0,0,0,0,0,0,0,500,0.512,297556.8
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.024,299455
1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1.024,298498.4
1,0,0,0,0,1,0,0,0,0,0,0,0,0,50,1.024,297498.4
1,0,0,0,0,1,0,0,0,0,0,0,0,0,100,1.024,299543.2
1,0,0,0,0,1,0,0,0,0,0,0,0,0,200,1.024,294515
1,0,0,0,0,1,0,0,0,0,0,0,0,0,500,1.024,295850.6
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.048,296608
1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,2.048,300562.2
1,0,0,0,0,1,0,0,0,0,0,0,0,0,50,2.048,294394.2
1,0,0,0,0,1,0,0,0,0,0,0,0,0,100,2.048,298138
1,0,0,0,0,1,0,0,0,0,0,0,0,0,200,2.048,299610
1,0,0,0,0,1,0,0,0,0,0,0,0,0,500,2.048,295547.8
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.096,305223
1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,4.096,298078
1,0,0,0,0,1,0,0,0,0,0,0,0,0,50,4.096,302786
1,0,0,0,0,1,0,0,0,0,0,0,0,0,100,4.096,299252.2
1,0,0,0,0,1,0,0,0,0,0,0,0,0,200,4.096,297635.6
1,0,0,0,0,1,0,0,0,0,0,0,0,0,500,4.096,300675.8
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.256,289085.4
1,0,0,0,0,1,0,0,0,1,0,0,0,0,10,0.256,295394.8
1,0,0,0,0,1,0,0,0,1,0,0,0,0,50,0.256,299931.4
1,0,0,0,0,1,0,0,0,1,0,0,0,0,100,0.256,296724.8
1,0,0,0,0,1,0,0,0,1,0,0,0,0,200,0.256,295153.8
1,0,0,0,0,1,0,0,0,1,0,0,0,0,500,0.256,299172.6
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.512,297227.8
1,0,0,0,0,1,0,0,0,1,0,0,0,0,10,0.512,293102.4
1,0,0,0,0,1,0,0,0,1,0,0,0,0,50,0.512,299074
1,0,0,0,0,1,0,0,0,1,0,0,0,0,100,0.512,290206
1,0,0,0,0,1,0,0,0,1,0,0,0,0,200,0.512,296587.8
1,0,0,0,0,1,0,0,0,1,0,0,0,0,500,0.512,291582.2
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1.024,298607
1,0,0,0,0,1,0,0,0,1,0,0,0,0,10,1.024,294563.4
1,0,0,0,0,1,0,0,0,1,0,0,0,0,50,1.024,294142.4
1,0,0,0,0,1,0,0,0,1,0,0,0,0,100,1.024,291266.4
1,0,0,0,0,1,0,0,0,1,0,0,0,0,200,1.024,300925.4
1,0,0,0,0,1,0,0,0,1,0,0,0,0,500,1.024,291406.6
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2.048,296335.6
1,0,0,0,0,1,0,0,0,1,0,0,0,0,10,2.048,301365.8
1,0,0,0,0,1,0,0,0,1,0,0,0,0,50,2.048,300238.2
1,0,0,0,0,1,0,0,0,1,0,0,0,0,100,2.048,298604.8
1,0,0,0,0,1,0,0,0,1,0,0,0,0,200,2.048,303372
1,0,0,0,0,1,0,0,0,1,0,0,0,0,500,2.048,302438.8
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4.096,301950.8
1,0,0,0,0,1,0,0,0,1,0,0,0,0,10,4.096,307053
1,0,0,0,0,1,0,0,0,1,0,0,0,0,50,4.096,301248.4
1,0,0,0,0,1,0,0,0,1,0,0,0,0,100,4.096,305856.4
1,0,0,0,0,1,0,0,0,1,0,0,0,0,200,4.096,296539.8
1,0,0,0,0,1,0,0,0,1,0,0,0,0,500,4.096,299422.2
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.256,224788.6
1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.256,229820.4
1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0.256,224009.8
1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0.256,222603
1,0,0,0,0,0,0,0,0,0,0,0,0,1,200,0.256,225484.6
1,0,0,0,0,0,0,0,0,0,0,0,0,1,500,0.256,226567
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.512,226333
1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.512,224693.2
1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0.512,226288.4
1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0.512,221319.8
1,0,0,0,0,0,0,0,0,0,0,0,0,1,200,0.512,224614.8
1,0,0,0,0,0,0,0,0,0,0,0,0,1,500,0.512,221575.6
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.024,223788.8
1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1.024,224878.6
1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1.024,224177.6
1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1.024,226287.8
1,0,0,0,0,0,0,0,0,0,0,0,0,1,200,1.024,223780.8
1,0,0,0,0,0,0,0,0,0,0,0,0,1,500,1.024,225871
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.048,225509.8
1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2.048,221547.6
1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,2.048,225614.2
1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,2.048,224203.8
1,0,0,0,0,0,0,0,0,0,0,0,0,1,200,2.048,222294.6
1,0,0,0,0,0,0,0,0,0,0,0,0,1,500,2.048,222762
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.096,225667.4
1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4.096,226555.2
1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,4.096,224399.4
1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,4.096,213919.6
1,0,0,0,0,0,0,0,0,0,0,0,0,1,200,4.096,224577.6
1,0,0,0,0,0,0,0,0,0,0,0,0,1,500,4.096,220271
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.256,292096.6
1,0,0,0,0,1,0,0,0,0,0,0,0,1,10,0.256,292204.2
1,0,0,0,0,1,0,0,0,0,0,0,0,1,50,0.256,295005.4
1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,0.256,300533.8
1,0,0,0,0,1,0,0,0,0,0,0,0,1,200,0.256,293897.8
1,0,0,0,0,1,0,0,0,0,0,0,0,1,500,0.256,295056.6
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.512,292302
1,0,0,0,0,1,0,0,0,0,0,0,0,1,10,0.512,293152.8
1,0,0,0,0,1,0,0,0,0,0,0,0,1,50,0.512,291991
1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,0.512,295941
1,0,0,0,0,1,0,0,0,0,0,0,0,1,200,0.512,294794.2
1,0,0,0,0,1,0,0,0,0,0,0,0,1,500,0.512,287118.6
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.024,293079.2
1,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1.024,292916.2
1,0,0,0,0,1,0,0,0,0,0,0,0,1,50,1.024,293932
1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,1.024,294020.2
1,0,0,0,0,1,0,0,0,0,0,0,0,1,200,1.024,294057.6
1,0,0,0,0,1,0,0,0,0,0,0,0,1,500,1.024,295368.4
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2.048,291024
1,0,0,0,0,1,0,0,0,0,0,0,0,1,10,2.048,293862
1,0,0,0,0,1,0,0,0,0,0,0,0,1,50,2.048,292716
1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,2.048,289346.8
1,0,0,0,0,1,0,0,0,0,0,0,0,1,200,2.048,293042.2
1,0,0,0,0,1,0,0,0,0,0,0,0,1,500,2.048,291666.4
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4.096,295152
1,0,0,0,0,1,0,0,0,0,0,0,0,1,10,4.096,294984.6
1,0,0,0,0,1,0,0,0,0,0,0,0,1,50,4.096,292656.2
1,0,0,0,0,1,0,0,0,0,0,0,0,1,100,4.096,301215
1,0,0,0,0,1,0,0,0,0,0,0,0,1,200,4.096,293299.2
1,0,0,0,0,1,0,0,0,0,0,0,0,1,500,4.096,292653
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.256,232407.8
1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0.256,227525.2
1,0,0,0,0,0,0,0,0,1,0,0,0,1,50,0.256,220707
1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.256,226818.6
1,0,0,0,0,0,0,0,0,1,0,0,0,1,200,0.256,222708.2
1,0,0,0,0,0,0,0,0,1,0,0,0,1,500,0.256,224439.8
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.512,225615.4
1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0.512,222650.4
1,0,0,0,0,0,0,0,0,1,0,0,0,1,50,0.512,226407
1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.512,222718.4
1,0,0,0,0,0,0,0,0,1,0,0,0,1,200,0.512,227975.2
1,0,0,0,0,0,0,0,0,1,0,0,0,1,500,0.512,224954.4
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.024,224346.6
1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,1.024,227480.6
1,0,0,0,0,0,0,0,0,1,0,0,0,1,50,1.024,225955.8
1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,1.024,227669.6
1,0,0,0,0,0,0,0,0,1,0,0,0,1,200,1.024,229403.8
1,0,0,0,0,0,0,0,0,1,0,0,0,1,500,1.024,227943.2
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2.048,222963.4
1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,2.048,223934
1,0,0,0,0,0,0,0,0,1,0,0,0,1,50,2.048,221455
1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,2.048,227308.8
1,0,0,0,0,0,0,0,0,1,0,0,0,1,200,2.048,225915
1,0,0,0,0,0,0,0,0,1,0,0,0,1,500,2.048,224307.4
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4.096,221228.2
1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,4.096,224175
1,0,0,0,0,0,0,0,0,1,0,0,0,1,50,4.096,223728.6
1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,4.096,223678.6
1,0,0,0,0,0,0,0,0,1,0,0,0,1,200,4.096,222570.6
1,0,0,0,0,0,0,0,0,1,0,0,0,1,500,4.096,226265.2
1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0.256,298531.4
1,0,0,0,0,1,0,0,0,1,0,0,0,1,10,0.256,296104.6
1,0,0,0,0,1,0,0,0,1,0,0,0,1,50,0.256,291649.2
1,0,0,0,0,1,0,0,0,1,0,0,0,1,100,0.256,300946.8
1,0,0,0,0,1,0,0,0,1,0,0,0,1,200,0.256,298847.4
1,0,0,0,0,1,0,0,0,1,0,0,0,1,500,0.256,304265.8
1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0.512,294323
1,0,0,0,0,1,0,0,0,1,0,0,0,1,10,0.512,296294.6
1,0,0,0,0,1,0,0,0,1,0,0,0,1,50,0.512,293371.4
1,0,0,0,0,1,0,0,0,1,0,0,0,1,100,0.512,293848.4
1,0,0,0,0,1,0,0,0,1,0,0,0,1,200,0.512,287908.2
1,0,0,0,0,1,0,0,0,1,0,0,0,1,500,0.512,298229
1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1.024,298002.2
1,0,0,0,0,1,0,0,0,1,0,0,0,1,10,1.024,297841.4
1,0,0,0,0,1,0,0,0,1,0,0,0,1,50,1.024,297113.4
1,0,0,0,0,1,0,0,0,1,0,0,0,1,100,1.024,294933.6
1,0,0,0,0,1,0,0,0,1,0,0,0,1,200,1.024,298615.6
1,0,0,0,0,1,0,0,0,1,0,0,0,1,500,1.024,298600.4
1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2.048,296196.6
1,0,0,0,0,1,0,0,0,1,0,0,0,1,10,2.048,300957.6
1,0,0,0,0,1,0,0,0,1,0,0,0,1,50,2.048,298483.8
1,0,0,0,0,1,0,0,0,1,0,0,0,1,100,2.048,302563.8
1,0,0,0,0,1,0,0,0,1,0,0,0,1,200,2.048,295507.2
1,0,0,0,0,1,0,0,0,1,0,0,0,1,500,2.048,303627.8
1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,4.096,303617.8
1,0,0,0,0,1,0,0,0,1,0,0,0,1,10,4.096,299416.4
